CampaignID,CampaignName,PlatformID,CampaignTypeID,IndustryID,CampaignObjective,StartDate,EndDate,CampaignDuration,Status,Budget,Cost,Revenue,Profit,ROI,ROAS,Impressions,Reach,Clicks,CTR,CPC,CPM,Conversions,ConversionRate,TargetAudience,DeviceTarget,Region,IsViral,IsLossMaking
CAM001837,Reverse-engineered mission-critical website,7,5,4,Conversion,2024-12-11,2025-02-09,60,Completed,18271.9,29218.96,82986.23,53767.27,184.02,2.84,694730,333126,5482,0.00789,5.33,42.06,269,0.04907,B2C,All,North America,False,False
CAM001838,Re-contextualized systematic intranet,6,2,2,Lead Generation,2026-01-12,2026-02-26,45,Completed,6351.33,3166.85,8377.86,5211.01,164.55,2.65,262201,143544,3056,0.01166,1.04,12.08,174,0.05694,B2C,Mobile,North America,False,False
CAM001839,Enterprise-wide reciprocal implementation,7,3,4,Brand Awareness,2025-09-12,2025-10-12,30,Completed,10855.3,13970.0,39371.28,25401.28,181.83,2.82,322131,66198,2938,0.00912,4.75,43.37,180,0.06127,B2C,Desktop,Europe,False,False
CAM001840,Vision-oriented heuristic pricing structure,1,6,9,Retention,2026-03-22,2026-05-06,45,Paused,52319.95,225930.49,724824.71,498894.23,220.82,3.21,4231730,1893615,86624,0.02047,2.61,53.39,2124,0.02452,B2C,All,Latin America,False,False
CAM001841,Assimilated systemic superstructure,7,3,10,Lead Generation,2026-02-07,2026-03-09,30,Active,10965.99,18163.84,12423.74,-5740.1,-30.0,0.68,433042,34164,3799,0.00877,4.78,41.94,221,0.05817,B2C,All,Latin America,False,True
CAM001842,De-engineered mission-critical matrix,4,2,4,Conversion,2025-09-12,2025-10-12,30,Active,19854.14,70204.31,203278.72,133074.41,189.55,2.9,925697,460304,21186,0.02289,3.31,75.84,1463,0.06906,B2C,All,Asia-Pacific,False,False
CAM001843,Customizable incremental intranet,5,3,1,Retention,2026-06-11,2026-07-11,30,Completed,2321.45,5472.25,16681.46,11209.22,204.84,3.05,194229,53091,4116,0.02119,1.33,28.17,197,0.04786,B2B,Desktop,North America,False,False
CAM001844,Balanced asymmetric firmware,6,3,2,Retention,2025-01-03,2025-04-03,90,Active,37783.66,30760.07,82337.32,51577.25,167.68,2.68,1951899,456259,30108,0.01543,1.02,15.76,1846,0.06131,B2C,All,North America,False,False
CAM001845,Streamlined foreground access,2,4,9,Conversion,2025-04-19,2025-06-03,45,Active,52108.38,220800.55,623402.76,402602.2,182.34,2.82,4043366,1684268,130175,0.03219,1.7,54.61,7399,0.05684,B2C,Mobile,North America,False,False
CAM001846,Triple-buffered systematic moderator,7,1,9,Conversion,2025-04-10,2025-05-25,45,Completed,23398.77,46064.25,54240.36,8176.11,17.75,1.18,864136,134546,10738,0.01243,4.29,53.31,593,0.05522,B2B,All,North America,False,True
CAM001847,Visionary value-added orchestration,5,5,1,Retention,2025-01-12,2025-02-11,30,Completed,10619.23,7162.29,19733.79,12571.5,175.52,2.76,599362,340780,7303,0.01219,0.98,11.95,329,0.04505,B2B,Desktop,North America,False,False
CAM001848,Up-sized non-volatile definition,4,5,2,Lead Generation,2026-06-30,2026-07-30,30,Completed,28569.62,77560.19,219036.9,141476.7,182.41,2.82,1655224,621265,25401,0.01535,3.05,46.86,1143,0.045,B2C,Mobile,North America,False,False
CAM001849,Synchronized global model,7,5,10,Retention,2025-06-02,2025-07-17,45,Completed,30706.27,28268.03,74849.2,46581.17,164.78,2.65,1010549,462877,6086,0.00602,4.64,27.97,203,0.03336,B2C,Mobile,Europe,False,False
CAM001850,Programmable system-worthy standardization,3,2,8,Retention,2026-04-30,2026-05-30,30,Active,33101.0,108624.66,310979.8,202355.13,186.29,2.86,1783371,617678,51656,0.02897,2.1,60.91,2760,0.05343,B2C,Mobile,Latin America,False,False
CAM001851,Secured bandwidth-monitored Internet solution,5,6,2,Brand Awareness,2025-06-22,2025-07-22,30,Completed,19964.85,15675.27,46704.8,31029.53,197.95,2.98,1330217,93621,10933,0.00822,1.43,11.78,498,0.04555,B2B,All,Europe,False,False
CAM001852,Switchable upward-trending encryption,1,5,2,Brand Awareness,2025-08-13,2025-10-12,60,Completed,14196.24,59675.1,210286.4,150611.3,252.39,3.52,1100845,304043,27830,0.02528,2.14,54.21,1212,0.04355,B2C,Mobile,North America,False,False
CAM001853,Polarized grid-enabled protocol,7,2,5,Retention,2024-11-09,2024-12-09,30,Completed,26533.25,43160.25,116296.46,73136.21,169.45,2.69,909741,203490,9142,0.01005,4.72,47.44,524,0.05732,B2C,Mobile,Asia-Pacific,False,False
CAM001854,Synergistic secondary info-mediaries,2,5,9,Brand Awareness,2024-11-27,2025-01-11,45,Draft,21272.1,66012.89,198450.47,132437.58,200.62,3.01,1605555,851633,39661,0.0247,1.66,41.12,1344,0.03389,B2C,All,North America,False,False
CAM001855,Distributed next generation pricing structure,5,5,7,Retention,2025-05-31,2025-06-30,30,Active,26969.73,20388.54,56579.07,36190.53,177.5,2.78,1861999,796054,22476,0.01207,0.91,10.95,803,0.03573,B2B,All,Europe,False,False
CAM001856,Business-focused 24/7 project,5,5,3,Lead Generation,2026-04-03,2026-05-03,30,Completed,44921.11,39940.87,109448.45,69507.58,174.03,2.74,2729085,2011093,33407,0.01224,1.2,14.64,1468,0.04394,B2C,Desktop,Europe,False,False
CAM001857,Diverse motivating leverage,2,4,7,Brand Awareness,2024-10-30,2024-12-14,45,Active,12688.05,29127.81,96759.82,67632.01,232.19,3.32,825140,189701,19634,0.0238,1.48,35.3,1074,0.0547,B2C,All,Asia-Pacific,False,False
CAM001858,Proactive composite archive,2,2,10,Retention,2024-09-01,2024-10-16,45,Completed,130583.14,382982.41,1210875.44,827893.03,216.17,3.16,9690389,4707928,275653,0.02845,1.39,39.52,13099,0.04752,B2C,Mobile,Global,False,False
CAM001859,Versatile mobile Graphic Interface,7,5,5,Lead Generation,2024-11-01,2024-12-01,30,Paused,14902.61,24549.52,66372.7,41823.18,170.36,2.7,535931,319082,4870,0.00909,5.04,45.81,192,0.03943,B2C,All,Asia-Pacific,False,False
CAM001860,Front-line full-range focus group,6,6,1,Brand Awareness,2025-05-24,2025-07-23,60,Completed,4519.97,1788.02,5001.01,3212.99,179.7,2.8,239766,65220,1921,0.00801,0.93,7.46,70,0.03644,B2C,All,Asia-Pacific,False,False
CAM001861,Business-focused motivating definition,1,6,2,Conversion,2025-06-27,2025-07-27,30,Completed,9442.09,63003.77,19279.47,-43724.29,-30.0,0.31,1091290,484332,20953,0.0192,3.01,57.73,778,0.03713,B2B,Mobile,Latin America,False,True
CAM001862,Reactive secondary implementation,6,4,5,Lead Generation,2026-02-16,2026-03-18,30,Completed,13034.47,5879.86,4544.84,-1335.02,-22.7,0.77,568647,276159,6558,0.01153,0.9,10.34,294,0.04483,B2C,All,Europe,False,True
CAM001863,Open-architected disintermediate artificial intelligence,3,4,8,Lead Generation,2025-07-04,2025-08-18,45,Active,11838.47,21322.64,63392.04,42069.4,197.3,2.97,518375,121017,11040,0.0213,1.93,41.13,507,0.04592,B2B,Mobile,North America,False,False
CAM001864,Persevering leadingedge website,7,6,7,Retention,2026-02-24,2026-03-26,30,Completed,11935.09,10690.4,27453.9,16763.5,156.81,2.57,491542,324404,2377,0.00484,4.5,21.75,55,0.02314,B2C,All,North America,False,False
CAM001865,Re-engineered local array,2,4,5,Brand Awareness,2026-07-25,2026-08-24,30,Completed,34705.38,63264.49,204677.09,141412.6,223.53,3.24,1739059,1210822,42667,0.02453,1.48,36.38,1857,0.04352,B2C,Mobile,North America,False,False
CAM001866,Proactive local functionalities,1,1,8,Brand Awareness,2026-05-16,2026-06-30,45,Paused,33107.97,205301.65,625825.4,420523.75,204.83,3.05,2482833,1392892,87233,0.03513,2.35,82.69,6724,0.07708,B2B,Desktop,Europe,False,False
CAM001867,Decentralized modular synergy,5,1,4,Conversion,2024-10-29,2024-11-28,30,Active,8030.2,10738.12,14463.85,3725.73,34.7,1.35,538053,166210,8781,0.01632,1.22,19.96,563,0.06412,B2C,Desktop,Latin America,False,True
CAM001868,Streamlined 3rdgeneration benchmark,6,1,4,Brand Awareness,2025-02-17,2025-05-18,90,Completed,61907.7,37552.35,104054.89,66502.54,177.09,2.77,2393986,1185131,36703,0.01533,1.02,15.69,2665,0.07261,B2B,All,North America,False,False
CAM001869,Open-architected incremental alliance,3,3,1,Conversion,2025-10-04,2025-12-03,60,Completed,22419.0,75067.58,31889.27,-43178.31,-30.0,0.42,1453612,419202,39421,0.02712,1.9,51.64,2294,0.05819,B2C,All,Global,False,True
CAM001870,Realigned neutral ability,5,2,5,Brand Awareness,2025-11-10,2025-12-10,30,Active,13136.12,27137.22,53520.38,26383.16,97.22,1.97,966537,240675,20332,0.02104,1.33,28.08,973,0.04786,B2C,Mobile,Europe,False,True
CAM001871,Cross-group real-time process improvement,3,4,8,Lead Generation,2024-10-12,2024-11-26,45,Active,28807.4,58888.12,181568.62,122680.5,208.33,3.08,1503697,295508,30056,0.01999,1.96,39.16,1644,0.0547,B2C,Mobile,North America,False,False
CAM001872,Sharable exuding migration,5,6,8,Retention,2025-12-04,2026-02-02,60,Active,8735.48,8256.36,23176.05,14919.69,180.71,2.81,677942,291590,6651,0.00981,1.24,12.18,278,0.0418,B2C,Desktop,North America,False,False
CAM001873,Realigned demand-driven projection,5,2,9,Retention,2025-09-23,2025-11-22,60,Paused,4380.78,6457.73,16284.5,9826.78,152.17,2.52,319777,54447,4791,0.01498,1.35,20.19,241,0.0503,B2B,All,North America,False,False
CAM001874,Synchronized logistical Graphical User Interface,5,4,5,Conversion,2026-03-31,2026-04-30,30,Completed,50202.39,42654.0,122391.01,79737.01,186.94,2.87,2736823,1324455,38347,0.01401,1.11,15.59,2105,0.05489,B2C,Desktop,Global,False,False
CAM001875,Multi-lateral actuating definition,6,2,6,Brand Awareness,2026-08-15,2026-09-14,30,Completed,12196.58,7185.34,21180.23,13994.89,194.77,2.95,563176,221674,7980,0.01417,0.9,12.76,514,0.06441,B2B,Mobile,North America,False,False
CAM001876,Persevering full-range open architecture,3,5,7,Conversion,2026-04-02,2026-05-17,45,Paused,15241.46,26789.82,84489.75,57699.93,215.38,3.15,822333,508866,14931,0.01816,1.79,32.58,457,0.03061,B2C,Desktop,North America,False,False
CAM001877,Visionary regional policy,4,1,4,Retention,2026-03-17,2026-04-16,30,Paused,40108.26,97517.83,324259.08,226741.25,232.51,3.33,1458619,596060,36173,0.0248,2.7,66.86,2403,0.06643,B2C,Mobile,Europe,False,False
CAM001878,Phased transitional protocol,7,2,10,Brand Awareness,2025-08-16,2025-09-15,30,Completed,9619.36,14138.61,37538.08,23399.46,165.5,2.66,328948,105323,3007,0.00914,4.7,42.98,163,0.05421,B2B,Desktop,Europe,False,False
CAM001879,Multi-lateral transitional knowledge user,2,1,3,Lead Generation,2025-12-28,2026-01-27,30,Completed,14442.97,29439.96,85869.68,56429.72,191.68,2.92,751595,145503,19740,0.02627,1.49,39.17,1138,0.05765,B2B,All,North America,False,False
CAM001880,Customizable bandwidth-monitored task-force,3,6,9,Conversion,2024-08-20,2024-09-19,30,Draft,31562.2,34119.88,101968.23,67848.35,198.85,2.99,2002425,750016,22114,0.01104,1.54,17.04,644,0.02912,B2C,Mobile,Latin America,False,False
CAM001881,Switchable directional ability,4,3,10,Retention,2025-08-25,2025-09-24,30,Active,57914.29,107508.11,292056.83,184548.73,171.66,2.72,2560900,1042706,48505,0.01894,2.22,41.98,2235,0.04608,B2C,Mobile,Global,False,False
CAM001882,Mandatory heuristic productivity,7,3,6,Retention,2025-03-25,2025-04-24,30,Draft,24430.73,34707.48,94236.65,59529.16,171.52,2.72,894031,299739,7931,0.00887,4.38,38.82,407,0.05132,B2C,All,Global,False,False
CAM001883,Implemented neutral model,4,4,3,Brand Awareness,2025-06-29,2025-08-13,45,Active,35414.79,161642.57,437496.78,275854.21,170.66,2.71,2047219,1250767,43478,0.02124,3.72,78.96,1934,0.04448,B2C,All,North America,False,False
CAM001884,Multi-layered tangible benchmark,2,6,1,Retention,2026-01-10,2026-02-24,45,Draft,19510.02,28692.77,101607.08,72914.31,254.12,3.54,1092955,413458,18406,0.01684,1.56,26.25,525,0.02852,B2C,Desktop,Europe,False,False
CAM001885,Balanced composite methodology,4,5,5,Conversion,2026-05-08,2026-06-22,45,Completed,54323.17,89416.07,247661.5,158245.43,176.98,2.77,2070587,1464496,28794,0.01391,3.11,43.18,1528,0.05307,B2C,All,North America,False,False
CAM001886,Devolved transitional synergy,6,1,4,Conversion,2026-07-11,2026-08-25,45,Completed,63177.62,39241.99,107268.07,68026.09,173.35,2.73,2534343,787160,31900,0.01259,1.23,15.48,2208,0.06922,B2C,All,Europe,False,False
CAM001887,Up-sized incremental benchmark,2,1,6,Lead Generation,2025-03-03,2025-04-02,30,Completed,3491.41,9549.13,30132.78,20583.65,215.56,3.16,214649,145952,6827,0.03181,1.4,44.49,318,0.04658,B2C,Desktop,North America,False,False
CAM001888,Function-based reciprocal customer loyalty,5,2,10,Conversion,2026-04-04,2026-06-03,60,Completed,43111.8,53665.13,113934.89,60269.76,112.31,2.12,2769121,370571,44766,0.01617,1.2,19.38,2798,0.0625,B2B,All,North America,False,True
CAM001889,Ergonomic bottom-line infrastructure,2,5,9,Retention,2024-11-18,2024-12-18,30,Completed,18799.31,30485.33,96443.73,65958.41,216.36,3.16,1186321,209200,19701,0.01661,1.55,25.7,860,0.04365,B2B,Mobile,Europe,False,False
CAM001890,Extended logistical toolset,2,5,9,Conversion,2024-11-20,2024-12-20,30,Completed,76949.86,193839.42,544628.45,350789.04,180.97,2.81,4941916,2588964,116535,0.02358,1.66,39.22,4580,0.0393,B2C,All,Latin America,False,False
CAM001891,Ergonomic transitional Graphical User Interface,3,4,9,Lead Generation,2025-04-17,2025-06-16,60,Completed,14736.74,35847.39,104394.29,68546.9,191.22,2.91,805419,525392,16489,0.02047,2.17,44.51,739,0.04482,B2C,Desktop,Europe,False,False
CAM001892,Customer-focused web-enabled instruction set,4,6,5,Conversion,2024-10-19,2024-11-18,30,Completed,27698.41,45302.73,119457.51,74154.77,163.69,2.64,1270267,715100,15383,0.01211,2.94,35.66,513,0.03335,B2B,Desktop,North America,False,False
CAM001893,Balanced scalable service-desk,4,1,4,Conversion,2026-01-23,2026-03-24,60,Completed,9542.51,35425.41,120113.04,84687.63,239.06,3.39,499280,135129,10761,0.02155,3.29,70.95,745,0.06923,B2B,All,Latin America,False,False
CAM001894,Reverse-engineered bottom-line throughput,3,1,10,Retention,2026-03-10,2026-04-09,30,Completed,75821.19,298116.82,872006.08,573889.26,192.5,2.93,5493574,2876637,154201,0.02807,1.93,54.27,7867,0.05102,B2B,Mobile,North America,False,False
CAM001895,Organized logistical protocol,7,5,2,Lead Generation,2025-06-01,2025-07-31,60,Active,13335.57,15545.32,44633.48,29088.17,187.12,2.87,466490,267304,2987,0.0064,5.2,33.32,92,0.0308,B2B,All,North America,False,False
CAM001896,Reverse-engineered motivating challenge,7,5,1,Retention,2026-07-07,2026-08-06,30,Completed,12522.48,16630.02,18622.21,1992.19,11.98,1.12,563160,141745,3164,0.00562,5.26,29.53,149,0.04709,B2B,All,Asia-Pacific,False,True
CAM001897,Proactive 24hour moderator,3,2,5,Retention,2026-05-22,2026-07-06,45,Completed,19172.6,52701.07,159153.33,106452.26,201.99,3.02,1180499,362478,26461,0.02242,1.99,44.64,1710,0.06462,B2C,Mobile,North America,False,False
CAM001898,User-centric actuating neural-net,7,4,3,Conversion,2025-03-16,2025-04-30,45,Completed,42452.66,54852.3,139154.09,84301.79,153.69,2.54,1160851,89766,10175,0.00877,5.39,47.25,531,0.05219,B2C,All,Global,False,False
CAM001899,Optional optimal matrices,5,4,10,Retention,2024-10-14,2024-12-13,60,Completed,42130.56,40675.73,118291.99,77616.27,190.82,2.91,2374992,948952,39047,0.01644,1.04,17.13,1996,0.05112,B2B,Desktop,Asia-Pacific,False,False
CAM001900,Profound zero-defect conglomeration,6,6,6,Lead Generation,2025-04-26,2025-05-26,30,Completed,11642.56,3433.88,8669.44,5235.56,152.47,2.52,514227,203697,3397,0.00661,1.01,6.68,94,0.02767,B2C,All,Global,False,False
CAM001901,Team-oriented optimal conglomeration,2,2,4,Lead Generation,2025-05-19,2025-08-17,90,Completed,11644.31,27632.42,85585.04,57952.62,209.73,3.1,753246,111331,19788,0.02627,1.4,36.68,1357,0.06858,B2C,Desktop,North America,False,False
CAM001902,Upgradable clear-thinking benchmark,4,6,8,Conversion,2026-02-04,2026-03-06,30,Completed,28228.07,36118.33,45638.21,9519.87,26.36,1.26,1252575,651716,13499,0.01078,2.68,28.84,395,0.02926,B2C,All,North America,False,True
CAM001903,Networked stable policy,1,4,8,Lead Generation,2024-09-01,2024-10-01,30,Completed,5221.84,19094.59,61946.83,42852.24,224.42,3.24,266413,69405,8449,0.03172,2.26,71.67,487,0.05764,B2C,Desktop,North America,False,False
CAM001904,Robust fresh-thinking middleware,2,3,3,Conversion,2026-05-23,2026-06-22,30,Completed,38615.44,109228.33,336455.12,227226.79,208.03,3.08,2628454,1206851,81310,0.03093,1.34,41.56,4074,0.0501,B2C,All,Europe,False,False
CAM001905,Networked intangible portal,5,1,9,Conversion,2024-10-08,2024-11-07,30,Completed,18320.65,33882.41,92248.29,58365.88,172.26,2.72,1263672,355405,28762,0.02276,1.18,26.81,1935,0.06728,B2C,Mobile,Europe,False,False
CAM001906,Team-oriented well-modulated encryption,2,5,1,Conversion,2024-11-26,2024-12-26,30,Active,64113.97,127934.68,450601.93,322667.25,252.21,3.52,3876809,2227989,69463,0.01792,1.84,33.0,3130,0.04506,B2B,Desktop,Europe,False,False
CAM001907,Grass-roots hybrid Graphical User Interface,1,6,10,Lead Generation,2025-02-18,2025-05-19,90,Completed,38383.72,151804.58,488522.64,336718.06,221.81,3.22,3217726,1697843,57010,0.01772,2.66,47.18,2303,0.0404,B2C,Mobile,Europe,False,False
CAM001908,Implemented local workforce,2,5,10,Brand Awareness,2025-04-09,2025-05-09,30,Completed,19643.41,46622.59,148923.65,102301.06,219.42,3.19,1260893,731688,26337,0.02089,1.77,36.98,1079,0.04097,B2C,Mobile,Asia-Pacific,False,False
CAM001909,Devolved client-driven installation,7,3,4,Lead Generation,2026-01-02,2026-02-01,30,Completed,33123.61,68775.46,192135.04,123359.58,179.37,2.79,1383746,536865,15180,0.01097,4.53,49.7,817,0.05382,B2C,Mobile,Global,False,False
CAM001910,Robust tangible synergy,2,1,8,Lead Generation,2025-07-30,2025-09-28,60,Completed,25578.11,81784.43,262748.68,180964.25,221.27,3.21,1584531,416808,52779,0.03331,1.55,51.61,3111,0.05894,B2B,All,North America,False,False
CAM001911,Profound exuding standardization,6,2,7,Conversion,2025-03-01,2025-03-31,30,Active,36215.98,12324.22,11490.0,-834.22,-6.77,0.93,1026758,459253,12711,0.01238,0.97,12.0,869,0.06837,B2B,Desktop,Asia-Pacific,False,True
CAM001912,Reactive foreground structure,1,6,1,Conversion,2025-03-18,2025-05-02,45,Active,28401.82,106534.0,333154.67,226620.67,212.72,3.13,2353890,1680873,44481,0.0189,2.4,45.26,1406,0.03161,B2B,Mobile,North America,False,False
CAM001913,User-centric neutral product,4,6,2,Lead Generation,2025-10-07,2025-11-21,45,Completed,3425.07,4315.39,13218.42,8903.03,206.31,3.06,133422,30129,1462,0.01096,2.95,32.34,48,0.03283,B2C,All,Europe,False,False
CAM001914,Extended dedicated database,5,5,9,Retention,2025-06-07,2025-07-07,30,Active,40968.45,67142.38,175072.37,107929.99,160.75,2.61,3423849,1913383,51443,0.01503,1.31,19.61,2010,0.03907,B2C,Mobile,Latin America,False,False
CAM001915,Secured transitional frame,2,3,7,Conversion,2025-08-22,2025-09-21,30,Completed,500.0,1564.39,5442.75,3878.35,247.91,3.48,36935,1986,1035,0.02804,1.51,42.36,47,0.04541,B2B,Mobile,Europe,False,False
CAM001916,Synergized grid-enabled service-desk,5,6,10,Lead Generation,2025-07-25,2025-08-24,30,Completed,1452.42,656.05,1859.89,1203.84,183.5,2.83,70857,16299,584,0.00826,1.12,9.26,20,0.03425,B2C,Mobile,Asia-Pacific,False,False
CAM001917,De-engineered tertiary projection,1,5,9,Conversion,2026-04-19,2026-06-18,60,Completed,68404.16,278573.73,490366.74,211793.01,76.03,1.76,4809406,2912214,123126,0.0256,2.26,57.92,3947,0.03206,B2B,All,North America,False,True
CAM001918,Enhanced motivating moratorium,4,2,8,Retention,2026-03-28,2026-04-27,30,Completed,18902.22,68765.59,199652.08,130886.5,190.34,2.9,1040805,534161,23852,0.02292,2.88,66.07,1624,0.06809,B2B,Mobile,Latin America,False,False
CAM001919,Team-oriented scalable Graphic Interface,1,4,4,Lead Generation,2025-12-25,2026-02-08,45,Paused,18678.14,72567.23,226806.91,154239.68,212.55,3.13,1048116,546646,31641,0.03019,2.29,69.24,1917,0.06059,B2C,Desktop,Asia-Pacific,False,False
CAM001920,Triple-buffered bifurcated task-force,3,2,10,Lead Generation,2026-07-09,2026-08-08,30,Completed,89792.51,230763.51,676538.91,445775.4,193.17,2.93,6538135,3207700,132194,0.02022,1.75,35.3,8684,0.06569,B2C,Desktop,North America,False,False
CAM001921,Multi-channeled next generation matrices,4,3,10,Lead Generation,2024-10-13,2024-11-27,45,Active,100111.46,229886.37,701130.73,471244.36,204.99,3.05,3893888,1729048,95855,0.02462,2.4,59.04,7206,0.07518,B2B,Desktop,North America,False,False
CAM001922,Reduced object-oriented secured line,2,4,5,Conversion,2026-03-31,2026-05-15,45,Completed,58030.48,142423.91,472954.62,330530.7,232.08,3.32,3234548,1924823,83490,0.02581,1.71,44.03,3606,0.04319,B2B,Desktop,Europe,False,False
CAM001923,Triple-buffered intangible service-desk,6,4,1,Lead Generation,2025-09-14,2025-10-14,30,Active,16041.72,9386.69,27100.21,17713.52,188.71,2.89,779203,178870,9598,0.01232,0.98,12.05,481,0.05011,B2C,Desktop,North America,False,False
CAM001924,User-friendly national forecast,7,5,4,Retention,2025-01-12,2025-02-11,30,Completed,20635.07,31699.7,75120.74,43421.04,136.98,2.37,723737,549020,5485,0.00758,5.78,43.8,282,0.05141,B2C,Mobile,North America,False,False
CAM001925,Optimized 24/7 model,3,6,2,Retention,2024-09-26,2024-11-10,45,Completed,7692.88,9250.93,26375.36,17124.43,185.11,2.85,448291,194189,5706,0.01273,1.62,20.64,224,0.03926,B2C,Mobile,North America,False,False
CAM001926,Customer-focused 4thgeneration implementation,4,6,6,Retention,2026-04-28,2026-06-27,60,Draft,2650.78,5906.81,15319.39,9412.58,159.35,2.59,151976,117427,1947,0.01282,3.03,38.87,49,0.02517,B2C,Mobile,Europe,False,False
CAM001927,Digitized actuating secured line,5,3,7,Brand Awareness,2025-06-08,2025-07-08,30,Completed,30567.76,29157.48,78446.12,49288.64,169.04,2.69,1532175,870722,26078,0.01702,1.12,19.03,1321,0.05066,B2C,All,North America,False,False
CAM001928,Centralized dedicated flexibility,4,5,6,Lead Generation,2025-12-05,2026-01-19,45,Active,8341.32,24889.75,71665.16,46775.41,187.93,2.88,355690,201781,7041,0.0198,3.53,69.98,278,0.03948,B2C,All,Europe,False,False
CAM001929,Versatile zero tolerance complexity,5,1,10,Brand Awareness,2024-11-10,2024-12-10,30,Completed,27508.59,49369.03,145668.05,96299.02,195.06,2.95,2055289,159885,41061,0.01998,1.2,24.02,2825,0.0688,B2C,Desktop,Europe,False,False
CAM001930,Horizontal systemic extranet,7,3,7,Conversion,2025-11-16,2026-01-15,60,Completed,27190.63,32028.47,73702.13,41673.66,130.11,2.3,740411,368545,6226,0.00841,5.14,43.26,348,0.05589,B2B,All,North America,False,False
CAM001931,Digitized analyzing solution,1,6,4,Lead Generation,2025-02-25,2025-04-26,60,Paused,50367.82,188331.02,596685.26,408354.24,216.83,3.17,3593186,1918867,73462,0.02045,2.56,52.41,3536,0.04813,B2B,Desktop,North America,False,False
CAM001932,Implemented demand-driven system engine,2,6,9,Lead Generation,2026-01-23,2026-02-22,30,Completed,27755.57,35823.53,116210.48,80386.95,224.4,3.24,1669499,854487,27073,0.01622,1.32,21.46,1201,0.04436,B2C,Desktop,Global,False,False
CAM001933,Quality-focused 5thgeneration help-desk,6,4,5,Conversion,2025-11-20,2025-12-20,30,Completed,5509.16,1949.81,5060.66,3110.86,159.55,2.6,187657,50889,2272,0.01211,0.86,10.39,125,0.05502,B2B,Desktop,North America,False,False
CAM001934,Organized bi-directional pricing structure,1,1,1,Lead Generation,2024-11-11,2024-12-11,30,Completed,42423.27,270397.56,939493.08,669095.51,247.45,3.47,2949097,721944,114689,0.03889,2.36,91.69,7230,0.06304,B2B,All,Europe,False,False
CAM001935,Synergistic user-facing open architecture,1,5,8,Conversion,2026-06-30,2026-08-14,45,Completed,27617.96,132755.34,420200.27,287444.93,216.52,3.17,1944357,1352130,46132,0.02373,2.88,68.28,2067,0.04481,B2C,Mobile,Europe,False,False
CAM001936,Face-to-face value-added project,6,3,3,Conversion,2026-01-20,2026-03-06,45,Completed,61949.43,31748.79,75065.84,43317.05,136.44,2.36,2384449,802125,32875,0.01379,0.97,13.31,1950,0.05932,B2B,All,North America,False,False
CAM001937,Realigned human-resource encoding,5,4,1,Lead Generation,2024-12-05,2025-02-03,60,Completed,14533.31,26312.81,61728.05,35415.24,134.59,2.35,1182528,108857,20898,0.01767,1.26,22.25,999,0.0478,B2B,All,North America,False,False
CAM001938,Profound zero tolerance utilization,7,3,9,Brand Awareness,2026-05-26,2026-06-25,30,Active,40471.49,43612.45,119141.27,75528.83,173.18,2.73,1123159,936605,9406,0.00838,4.64,38.83,479,0.05092,B2B,All,Latin America,False,False
CAM001939,Total executive solution,6,2,8,Retention,2026-01-26,2026-04-26,90,Completed,27949.25,23682.18,61526.45,37844.27,159.8,2.6,1361534,1027364,21067,0.01547,1.12,17.39,1282,0.06085,B2C,All,Europe,False,False
CAM001940,Synchronized actuating implementation,7,5,4,Retention,2026-02-26,2026-03-28,30,Completed,25514.92,22002.9,55056.26,33053.36,150.22,2.5,574986,124015,4304,0.00749,5.11,38.27,232,0.0539,B2C,Desktop,Europe,False,False
CAM001941,Networked intangible toolset,7,2,6,Lead Generation,2026-03-18,2026-04-17,30,Completed,8941.5,30187.96,87675.33,57487.37,190.43,2.9,610324,461146,5258,0.00862,5.74,49.46,309,0.05877,B2B,All,North America,False,False
CAM001942,Synergized foreground neural-net,7,5,6,Lead Generation,2026-02-09,2026-05-10,90,Draft,22109.37,31700.04,85388.45,53688.41,169.36,2.69,936857,348267,7194,0.00768,4.41,33.84,338,0.04698,B2C,Mobile,Global,False,False
CAM001943,Business-focused 24/7 synergy,7,4,5,Conversion,2025-08-14,2025-10-13,60,Active,28080.68,40899.95,93401.1,52501.14,128.36,2.28,1010843,668098,9361,0.00926,4.37,40.46,534,0.05705,B2C,All,Latin America,False,False
CAM001944,Function-based dedicated process improvement,2,4,7,Lead Generation,2026-01-24,2026-03-25,60,Active,7921.43,13920.42,43801.24,29880.83,214.65,3.15,309614,87518,9772,0.03156,1.42,44.96,437,0.04472,B2C,All,Asia-Pacific,False,False
CAM001945,Vision-oriented leadingedge definition,7,1,9,Lead Generation,2026-06-25,2026-07-25,30,Active,14643.28,27180.95,73929.13,46748.18,171.99,2.72,538009,186589,5261,0.00978,5.17,50.52,373,0.0709,B2B,Mobile,Europe,False,False
CAM001946,Sharable tertiary strategy,1,5,3,Retention,2024-12-13,2025-01-27,45,Completed,19755.0,78994.52,257966.08,178971.56,226.56,3.27,1446363,881340,38600,0.02669,2.05,54.62,1428,0.03699,B2C,All,North America,False,False
CAM001947,Stand-alone holistic system engine,4,4,10,Lead Generation,2026-02-24,2026-03-26,30,Active,6887.8,14809.93,43018.04,28208.12,190.47,2.9,310036,100168,4971,0.01604,2.98,47.77,287,0.05773,B2C,All,North America,False,False
