Date,CampaignID,DailySpend,DailyImpressions,DailyClicks,DailyConversions,DailyRevenue
2025-04-24,CAM009616,427.45,10402,270,11,1387.45
2025-04-25,CAM009616,383.47,9332,242,11,1244.7
2025-04-26,CAM009616,374.64,9117,237,11,1216.04
2025-04-27,CAM009616,406.24,9886,257,16,1318.62
2025-04-28,CAM009616,504.64,12281,319,18,1638.03
2025-04-29,CAM009616,480.16,11685,304,18,1558.56
2025-04-30,CAM009616,411.06,10004,260,17,1334.25
2025-05-01,CAM009616,286.61,6975,181,7,930.3
2025-05-02,CAM009616,315.96,7689,200,9,1025.59
2025-05-03,CAM009616,469.8,11433,297,11,1524.92
2025-05-04,CAM009616,452.9,11022,286,12,1470.08
2025-05-05,CAM009616,347.37,8454,219,11,1127.54
2025-05-06,CAM009616,521.16,12683,330,14,1691.64
2025-05-07,CAM009616,366.42,8917,232,9,1189.38
2025-05-08,CAM009616,322.28,7843,204,8,1046.09
2025-05-09,CAM009616,391.02,9516,247,13,1269.23
2025-05-10,CAM009616,469.91,11436,297,12,1525.27
2025-05-11,CAM009616,453.37,11033,287,14,1471.6
2025-05-12,CAM009616,368.07,8957,233,9,1194.71
2025-05-13,CAM009616,383.93,9343,243,12,1246.2
2025-05-14,CAM009616,379.99,9248,240,12,1233.43
2025-05-15,CAM009616,427.83,10412,270,10,1388.7
2025-05-16,CAM009616,356.55,8677,225,12,1157.32
2025-05-17,CAM009616,388.17,9446,245,14,1259.96
2025-05-18,CAM009616,417.03,10149,264,8,1353.64
2025-05-19,CAM009616,440.41,10718,278,13,1429.52
2025-05-20,CAM009616,261.35,6360,165,7,848.32
2025-05-21,CAM009616,288.92,7031,182,10,937.8
2025-05-22,CAM009616,369.68,8997,234,9,1199.95
2025-05-23,CAM009616,437.9,10657,277,15,1421.37
2025-05-24,CAM009616,390.71,9508,247,9,1268.21
2025-05-25,CAM009616,346.06,8422,219,9,1123.29
2025-02-25,CAM009065,34.99,1373,18,0,107.33
2025-02-26,CAM009065,29.85,1172,15,0,91.57
2025-02-27,CAM009065,37.07,1455,19,0,113.72
2025-02-28,CAM009065,33.54,1317,17,0,102.89
2025-03-01,CAM009065,26.76,1050,14,0,82.09
2025-03-02,CAM009065,39.99,1570,21,1,122.66
2025-03-03,CAM009065,28.55,1121,15,0,87.58
2025-03-04,CAM009065,25.19,989,13,0,77.27
2025-03-05,CAM009065,31.98,1255,17,1,98.1
2025-03-06,CAM009065,31.9,1252,17,0,97.84
2025-03-07,CAM009065,26.62,1045,14,0,81.66
2025-03-08,CAM009065,35.2,1382,18,0,107.99
2025-03-09,CAM009065,34.08,1338,18,0,104.55
2025-03-10,CAM009065,34.26,1345,18,1,105.1
2025-03-11,CAM009065,19.78,776,10,0,60.68
2025-03-12,CAM009065,22.1,867,11,0,67.8
2025-03-13,CAM009065,49.85,1957,26,1,152.91
2025-03-14,CAM009065,32.26,1266,17,0,98.96
2025-03-15,CAM009065,39.12,1536,20,1,120.0
2025-03-16,CAM009065,29.9,1174,16,0,91.72
2025-03-17,CAM009065,24.88,977,13,0,76.33
2025-03-18,CAM009065,28.62,1123,15,0,87.78
2025-03-19,CAM009065,27.0,1060,14,0,82.82
2025-03-20,CAM009065,31.17,1224,16,0,95.63
2025-03-21,CAM009065,32.87,1290,17,0,100.84
2025-03-22,CAM009065,29.25,1148,15,0,89.72
2025-03-23,CAM009065,33.03,1296,17,1,101.31
2025-03-24,CAM009065,39.17,1538,20,0,120.16
2025-03-25,CAM009065,35.21,1382,18,1,108.0
2025-03-26,CAM009065,23.78,933,12,0,72.93
2026-05-26,CAM001938,1739.05,44785,375,15,4750.75
2026-05-27,CAM001938,1386.63,35710,299,15,3788.02
2026-05-28,CAM001938,1629.44,41963,351,14,4451.34
2026-05-29,CAM001938,1832.25,47186,395,13,5005.38
2026-05-30,CAM001938,2083.82,53665,449,25,5692.63
2026-05-31,CAM001938,1412.13,36366,304,18,3857.69
2026-06-01,CAM001938,1143.54,29449,246,12,3123.94
2026-06-02,CAM001938,1479.03,38089,318,16,4040.44
2026-06-03,CAM001938,1192.13,30701,257,11,3256.69
2026-06-04,CAM001938,1446.34,37247,311,13,3951.13
2026-06-05,CAM001938,1488.81,38341,321,14,4067.16
2026-06-06,CAM001938,1894.58,48791,408,27,5175.64
2026-06-07,CAM001938,1461.56,37639,315,18,3992.71
2026-06-08,CAM001938,1351.51,34805,291,12,3692.09
2026-06-09,CAM001938,1295.04,33351,279,14,3537.82
2026-06-10,CAM001938,986.39,25402,212,12,2694.63
2026-06-11,CAM001938,1434.61,36945,309,18,3919.08
2026-06-12,CAM001938,1592.51,41012,343,17,4350.46
2026-06-13,CAM001938,1444.6,37202,311,21,3946.37
2026-06-14,CAM001938,2394.01,61653,516,24,6540.01
2026-06-15,CAM001938,1736.97,44732,374,16,4745.1
2026-06-16,CAM001938,1253.76,32288,270,12,3425.05
2026-06-17,CAM001938,1617.08,41644,348,14,4417.57
2026-06-18,CAM001938,1922.6,49513,414,24,5252.2
2026-06-19,CAM001938,1609.61,41452,347,16,4397.15
2026-06-20,CAM001938,1831.06,47155,394,10,5002.12
2026-06-21,CAM001938,1694.14,43629,365,18,4628.09
2026-06-22,CAM001938,967.0,24903,208,11,2641.67
2026-06-23,CAM001938,1587.03,40871,342,11,4335.48
2026-06-24,CAM001938,1112.19,28642,239,18,3038.3
2024-08-24,CAM000699,1408.68,11944,524,31,4110.82
2024-08-25,CAM000699,1831.78,15531,682,36,5345.49
2024-08-26,CAM000699,1629.16,13813,606,19,4754.21
2024-08-27,CAM000699,1269.36,10763,472,12,3704.24
2024-08-28,CAM000699,937.44,7948,349,15,2735.64
2024-08-29,CAM000699,1163.62,9866,433,21,3395.69
2024-08-30,CAM000699,1323.77,11224,492,25,3863.03
2024-08-31,CAM000699,1514.17,12838,563,30,4418.65
2024-09-01,CAM000699,1231.61,10442,458,19,3594.08
2024-09-02,CAM000699,1346.41,11416,501,24,3929.1
2024-09-03,CAM000699,1092.46,9263,406,25,3188.02
2024-09-04,CAM000699,1567.96,13294,583,24,4575.64
2024-09-05,CAM000699,1301.01,11031,484,36,3796.63
2024-09-06,CAM000699,1400.65,11876,521,28,4087.37
2024-09-07,CAM000699,1320.94,11200,491,23,3854.76
2024-09-08,CAM000699,2018.58,17115,751,38,5890.62
2024-09-09,CAM000699,1337.27,11338,498,24,3902.43
2024-09-10,CAM000699,2256.68,19134,840,42,6585.45
2024-09-11,CAM000699,1148.9,9741,427,18,3352.72
2024-09-12,CAM000699,1585.61,13444,590,22,4627.13
2024-09-13,CAM000699,1484.29,12585,552,23,4331.45
2024-09-14,CAM000699,1028.78,8723,383,15,3002.19
2024-09-15,CAM000699,1500.25,12720,558,36,4378.05
2024-09-16,CAM000699,1628.21,13805,606,28,4751.46
2024-09-17,CAM000699,1647.49,13969,613,28,4807.72
2024-09-18,CAM000699,1011.58,8577,376,18,2952.0
2024-09-19,CAM000699,1003.64,8509,373,21,2928.82
2024-09-20,CAM000699,1593.6,13512,593,24,4650.44
2024-09-21,CAM000699,1536.1,13024,572,29,4482.66
2024-09-22,CAM000699,1776.28,15061,661,25,5183.54
2024-09-23,CAM000699,1529.16,12965,569,21,4462.39
2024-09-24,CAM000699,1584.48,13434,590,36,4623.83
2024-09-25,CAM000699,1186.37,10059,441,28,3462.07
2024-09-26,CAM000699,990.06,8394,368,22,2889.2
2024-09-27,CAM000699,1808.52,15334,673,36,5277.63
2024-09-28,CAM000699,1434.8,12165,534,28,4187.03
2024-09-29,CAM000699,1322.3,11211,492,41,3858.75
2024-09-30,CAM000699,1206.24,10227,449,29,3520.07
2024-10-01,CAM000699,1227.97,10412,457,31,3583.47
2024-10-02,CAM000699,2129.9,18059,793,42,6215.47
2024-10-03,CAM000699,1508.23,12788,561,23,4401.33
2024-10-04,CAM000699,1148.52,9738,427,22,3351.62
2024-10-05,CAM000699,2097.1,17781,780,34,6119.77
2024-10-06,CAM000699,2436.36,20658,907,40,7109.79
2024-10-07,CAM000699,1491.06,12642,555,29,4351.21
2025-06-23,CAM001004,50.03,738,23,0,159.41
2025-06-24,CAM001004,45.11,665,21,1,143.73
2025-06-25,CAM001004,50.08,739,23,1,159.58
2025-06-26,CAM001004,59.4,876,27,1,189.26
2025-06-27,CAM001004,42.11,621,19,1,134.19
2025-06-28,CAM001004,42.82,632,20,0,136.45
2025-06-29,CAM001004,47.38,699,22,1,150.97
2025-06-30,CAM001004,66.44,980,31,1,211.7
2025-07-01,CAM001004,52.35,772,24,1,166.82
2025-07-02,CAM001004,71.72,1058,33,1,228.55
2025-07-03,CAM001004,58.02,856,27,1,184.89
2025-07-04,CAM001004,46.43,685,21,1,147.93
2025-07-05,CAM001004,63.78,941,29,1,203.24
2025-07-06,CAM001004,84.69,1250,39,2,269.87
2025-07-07,CAM001004,50.27,742,23,1,160.18
2025-07-08,CAM001004,55.85,824,26,1,177.96
2025-07-09,CAM001004,50.13,740,23,1,159.74
2025-07-10,CAM001004,48.67,718,22,0,155.09
2025-07-11,CAM001004,54.36,802,25,1,173.22
2025-07-12,CAM001004,62.18,917,29,1,198.14
2025-07-13,CAM001004,50.91,751,23,1,162.22
2025-07-14,CAM001004,48.99,723,22,1,156.1
2025-07-15,CAM001004,43.47,641,20,0,138.51
2025-07-16,CAM001004,44.64,658,20,0,142.24
2025-07-17,CAM001004,47.69,703,22,1,151.95
2025-07-18,CAM001004,41.72,615,19,0,132.94
2025-07-19,CAM001004,74.25,1096,34,1,236.58
2025-07-20,CAM001004,54.83,809,25,1,174.7
2025-07-21,CAM001004,55.51,819,26,1,176.9
2025-07-22,CAM001004,59.87,883,28,0,190.76
2025-07-23,CAM001004,37.68,556,17,1,120.07
2025-07-24,CAM001004,42.76,631,20,0,136.26
2025-07-25,CAM001004,38.84,573,18,0,123.76
2025-07-26,CAM001004,51.29,757,24,0,163.43
2025-07-27,CAM001004,44.55,657,20,1,141.97
2025-07-28,CAM001004,42.54,627,19,0,135.56
2025-07-29,CAM001004,32.29,476,15,1,102.89
2025-07-30,CAM001004,60.36,891,28,1,192.35
2025-07-31,CAM001004,41.77,616,19,0,133.1
2025-08-01,CAM001004,51.41,758,24,0,163.81
2025-08-02,CAM001004,34.07,502,15,0,108.55
2025-08-03,CAM001004,41.5,612,19,0,132.25
2025-08-04,CAM001004,53.45,789,25,1,170.31
2025-08-05,CAM001004,46.35,684,21,1,147.69
2025-08-06,CAM001004,60.23,889,28,1,191.91
2025-08-07,CAM001004,81.57,1204,38,1,259.93
2025-08-08,CAM001004,43.84,647,20,0,139.7
2025-08-09,CAM001004,41.77,616,19,1,133.1
2025-08-10,CAM001004,58.85,868,27,1,187.54
2025-08-11,CAM001004,56.41,832,26,1,179.75
2025-08-12,CAM001004,48.53,716,22,0,154.64
2025-08-13,CAM001004,38.7,571,18,1,123.32
2025-08-14,CAM001004,39.35,580,18,1,125.4
2025-08-15,CAM001004,43.56,643,20,1,138.81
2025-08-16,CAM001004,62.27,919,29,1,198.43
2025-08-17,CAM001004,65.68,969,30,1,209.29
2025-08-18,CAM001004,45.05,665,21,0,143.56
2025-08-19,CAM001004,53.57,790,25,0,170.7
2025-08-20,CAM001004,34.71,512,16,0,110.59
2025-08-21,CAM001004,33.16,489,15,0,105.66
2026-06-05,CAM000185,314.93,8074,191,8,971.57
2026-06-06,CAM000185,282.33,7238,171,11,871.02
2026-06-07,CAM000185,332.48,8524,202,9,1025.73
2026-06-08,CAM000185,283.02,7256,172,7,873.13
2026-06-09,CAM000185,574.92,14740,349,18,1773.66
2026-06-10,CAM000185,350.42,8984,213,10,1081.07
2026-06-11,CAM000185,362.04,9282,220,10,1116.91
2026-06-12,CAM000185,469.96,12048,286,13,1449.84
2026-06-13,CAM000185,465.53,11935,283,14,1436.18
2026-06-14,CAM000185,417.36,10700,254,10,1287.58
2026-06-15,CAM000185,364.61,9348,221,12,1124.84
2026-06-16,CAM000185,473.59,12142,288,11,1461.06
2026-06-17,CAM000185,384.39,9855,233,10,1185.88
2026-06-18,CAM000185,475.26,12184,289,13,1466.2
2026-06-19,CAM000185,628.95,16125,382,19,1940.34
2026-06-20,CAM000185,564.29,14467,343,14,1740.88
2026-06-21,CAM000185,446.54,11448,271,15,1377.59
2026-06-22,CAM000185,329.38,8444,200,10,1016.15
2026-06-23,CAM000185,499.81,12814,304,14,1541.96
2026-06-24,CAM000185,341.56,8756,207,14,1053.72
2026-06-25,CAM000185,320.38,8214,195,10,988.4
2026-06-26,CAM000185,351.5,9011,213,8,1084.4
2026-06-27,CAM000185,516.72,13247,314,15,1594.12
2026-06-28,CAM000185,483.16,12387,294,9,1490.58
2026-06-29,CAM000185,447.86,11482,272,11,1381.69
2026-06-30,CAM000185,278.13,7130,169,12,858.05
2026-07-01,CAM000185,447.3,11468,272,14,1379.95
2026-07-02,CAM000185,509.24,13056,309,16,1571.03
2026-07-03,CAM000185,338.09,8668,205,9,1043.02
2026-07-04,CAM000185,380.95,9766,231,10,1175.25
2026-07-05,CAM000185,339.27,8698,206,8,1046.67
2026-07-06,CAM000185,474.35,12161,288,15,1463.4
2026-07-07,CAM000185,358.68,9195,218,8,1106.55
2026-07-08,CAM000185,365.75,9377,222,7,1128.36
2026-07-09,CAM000185,406.81,10430,247,14,1255.05
2026-07-10,CAM000185,636.78,16326,387,15,1964.51
2026-07-11,CAM000185,522.75,13402,318,13,1612.71
2026-07-12,CAM000185,348.16,8926,211,8,1074.08
2026-07-13,CAM000185,407.96,10459,248,10,1258.59
2026-07-14,CAM000185,351.31,9006,213,9,1083.8
2026-07-15,CAM000185,342.08,8770,208,8,1055.33
2026-07-16,CAM000185,244.01,6255,148,7,752.78
2026-07-17,CAM000185,402.04,10307,244,10,1240.33
2026-07-18,CAM000185,468.91,12022,285,18,1446.63
2026-07-19,CAM000185,438.37,11239,266,17,1352.39
2026-07-20,CAM000185,620.58,15910,377,31,1914.53
2026-07-21,CAM000185,312.74,8018,190,7,964.83
2026-07-22,CAM000185,362.91,9304,220,11,1119.59
2026-07-23,CAM000185,544.77,13967,331,18,1680.64
2026-07-24,CAM000185,311.8,7994,189,8,961.93
2026-07-25,CAM000185,432.65,11092,263,9,1334.77
2026-07-26,CAM000185,437.5,11216,266,10,1349.71
2026-07-27,CAM000185,285.11,7309,173,7,879.59
2026-07-28,CAM000185,430.62,11040,262,14,1328.5
2026-07-29,CAM000185,404.38,10367,246,14,1247.54
2026-07-30,CAM000185,473.5,12139,288,15,1460.77
2026-07-31,CAM000185,401.94,10305,244,12,1240.01
2026-08-01,CAM000185,436.99,11203,265,8,1348.13
2026-08-02,CAM000185,564.83,14481,343,18,1742.54
2026-08-03,CAM000185,320.81,8225,195,12,989.72
2026-01-09,CAM000944,1790.39,77666,1271,62,48263.26
2026-01-10,CAM000944,2719.52,117971,1931,100,73309.62
2026-01-11,CAM000944,2894.51,125562,2056,95,78026.76
2026-01-12,CAM000944,2825.44,122566,2007,85,76164.93
2026-01-13,CAM000944,2622.04,113743,1862,59,70682.0
2026-01-14,CAM000944,1616.71,70132,1148,60,43581.3
2026-01-15,CAM000944,1859.56,80667,1321,65,50127.89
2026-01-16,CAM000944,2031.47,88124,1443,56,54762.01
2026-01-17,CAM000944,1772.79,76902,1259,65,47788.78
2026-01-18,CAM000944,1939.58,84138,1377,90,52285.03
2026-01-19,CAM000944,1938.74,84102,1377,79,52262.4
2026-01-20,CAM000944,2201.19,95487,1563,69,59337.23
2026-01-21,CAM000944,1355.76,58812,963,61,36547.06
2026-01-22,CAM000944,1656.4,71854,1176,54,44651.36
2026-01-23,CAM000944,1954.75,84796,1388,68,52693.81
2026-01-24,CAM000944,2686.21,116526,1908,95,72411.74
2026-01-25,CAM000944,2160.35,93715,1534,94,58236.13
2026-01-26,CAM000944,2271.77,98548,1613,69,61239.78
2026-01-27,CAM000944,1601.59,69476,1137,48,43173.87
2026-01-28,CAM000944,1994.88,86537,1417,55,53775.75
2026-01-29,CAM000944,2051.52,88994,1457,70,55302.45
2026-01-30,CAM000944,1211.58,52557,860,32,32660.38
2026-01-31,CAM000944,1244.32,53978,883,41,33542.95
2026-02-01,CAM000944,2808.14,121816,1994,68,75698.5
2026-02-02,CAM000944,1580.83,68575,1123,54,42614.22
2026-02-03,CAM000944,1664.72,72215,1182,47,44875.63
2026-02-04,CAM000944,2294.99,99555,1630,73,61865.6
2026-02-05,CAM000944,1529.69,66357,1086,35,41235.54
2026-02-06,CAM000944,3203.01,138945,2275,142,86342.94
2026-02-07,CAM000944,2069.68,89781,1470,74,55791.91
2026-04-05,CAM006836,5491.59,74040,2169,120,18665.4
2026-04-06,CAM006836,4640.26,62562,1833,82,15771.82
2026-04-07,CAM006836,6029.68,81295,2382,159,20494.32
2026-04-08,CAM006836,6384.65,86081,2522,161,21700.83
2026-04-09,CAM006836,5171.33,69722,2043,90,17576.88
2026-04-10,CAM006836,3735.71,50366,1476,74,12697.33
2026-04-11,CAM006836,6532.13,88069,2580,121,22202.11
2026-04-12,CAM006836,5184.04,69893,2048,131,17620.05
2026-04-13,CAM006836,6246.21,84214,2467,160,21230.28
2026-04-14,CAM006836,4548.96,61331,1797,77,15461.48
2026-04-15,CAM006836,7002.38,94409,2766,136,23800.42
2026-04-16,CAM006836,4912.55,66233,1940,87,16697.3
2026-04-17,CAM006836,5492.58,74053,2170,132,18668.76
2026-04-18,CAM006836,5863.94,79060,2316,135,19930.98
2026-04-19,CAM006836,6648.56,89639,2626,110,22597.82
2026-04-20,CAM006836,4617.2,62251,1824,83,15693.42
2026-04-21,CAM006836,4213.3,56805,1664,75,14320.61
2026-04-22,CAM006836,7450.65,100453,2943,146,25324.04
2026-04-23,CAM006836,4722.43,63670,1865,136,16051.1
2026-04-24,CAM006836,4569.9,61613,1805,74,15532.65
2026-04-25,CAM006836,7743.25,104398,3059,174,26318.57
2026-04-26,CAM006836,5899.76,79543,2331,137,20052.74
2026-04-27,CAM006836,5845.86,78816,2309,91,19869.53
2026-04-28,CAM006836,3407.9,45947,1346,60,11583.14
2026-04-29,CAM006836,6838.71,92202,2702,124,23244.13
2026-04-30,CAM006836,6035.35,81371,2384,123,20513.58
2026-05-01,CAM006836,3923.22,52894,1550,71,13334.67
2026-05-02,CAM006836,6505.84,87714,2570,109,22112.73
2026-05-03,CAM006836,5631.73,75929,2225,120,19141.72
2026-05-04,CAM006836,5585.31,75303,2206,135,18983.95
2024-09-18,CAM000714,4553.11,111992,938,38,12333.28
2024-09-19,CAM000714,3832.69,94272,790,39,10381.83
2024-09-20,CAM000714,5511.07,135555,1136,51,14928.17
2024-09-21,CAM000714,3280.09,80680,676,36,8884.99
2024-09-22,CAM000714,3987.91,98090,822,31,10802.28
2024-09-23,CAM000714,4232.68,104111,872,52,11465.33
2024-09-24,CAM000714,3759.55,92473,775,42,10183.73
2024-09-25,CAM000714,4832.96,118875,996,58,13091.32
2024-09-26,CAM000714,3642.32,89589,751,30,9866.18
2024-09-27,CAM000714,3462.96,85178,714,41,9380.34
2024-09-28,CAM000714,5300.83,130384,1092,45,14358.7
2024-09-29,CAM000714,7105.82,174781,1465,59,19247.98
2024-09-30,CAM000714,5149.85,126670,1061,71,13949.72
2024-10-01,CAM000714,4525.9,111323,933,39,12259.59
2024-10-02,CAM000714,3812.52,93776,786,37,10327.2
2024-10-03,CAM000714,5496.11,135187,1133,44,14887.64
2024-10-04,CAM000714,3065.2,75394,632,33,8302.89
2024-10-05,CAM000714,5471.2,134574,1128,83,14820.18
2024-10-06,CAM000714,3694.01,90861,761,37,10006.19
2024-10-07,CAM000714,5585.83,137394,1151,58,15130.68
2024-10-08,CAM000714,4257.91,104731,877,51,11533.66
2024-10-09,CAM000714,3927.44,96603,809,47,10638.5
2024-10-10,CAM000714,3445.79,84755,710,26,9333.82
2024-10-11,CAM000714,4191.87,103107,864,25,11354.79
2024-10-12,CAM000714,4953.61,121843,1021,36,13418.14
2024-10-13,CAM000714,5153.42,126758,1062,55,13959.38
2024-10-14,CAM000714,4367.86,107435,900,49,11831.49
2024-10-15,CAM000714,4612.2,113446,950,44,12493.35
2024-10-16,CAM000714,6385.74,157069,1316,71,17297.44
2024-10-17,CAM000714,5166.77,127086,1065,65,13995.54
2026-02-18,CAM003165,238.46,9351,153,11,598.2
2026-02-19,CAM003165,215.68,8458,138,6,541.04
2026-02-20,CAM003165,183.22,7185,117,5,459.61
2026-02-21,CAM003165,198.27,7775,127,7,497.38
2026-02-22,CAM003165,191.22,7499,122,6,479.69
2026-02-23,CAM003165,233.34,9150,150,7,585.34
2026-02-24,CAM003165,174.41,6839,112,6,437.51
2026-02-25,CAM003165,205.1,8043,131,3,514.51
2026-02-26,CAM003165,171.39,6721,110,7,429.93
2026-02-27,CAM003165,280.75,11009,180,9,704.26
2026-02-28,CAM003165,268.46,10528,172,7,673.45
2026-03-01,CAM003165,224.97,8822,144,9,564.34
2026-03-02,CAM003165,234.59,9199,150,7,588.49
2026-03-03,CAM003165,207.54,8138,133,8,520.62
2026-03-04,CAM003165,269.64,10574,173,9,676.4
2026-03-05,CAM003165,218.31,8561,140,6,547.65
2026-03-06,CAM003165,247.47,9704,159,6,620.78
2026-03-07,CAM003165,198.16,7771,127,4,497.09
2026-03-08,CAM003165,303.39,11898,195,8,761.08
2026-03-09,CAM003165,233.57,9159,150,7,585.92
2026-03-10,CAM003165,384.59,15082,247,13,964.77
2026-03-11,CAM003165,148.45,5821,95,6,372.39
2026-03-12,CAM003165,199.39,7819,128,6,500.17
2026-03-13,CAM003165,188.33,7385,121,6,472.42
2026-03-14,CAM003165,245.79,9639,158,6,616.58
2026-03-15,CAM003165,214.08,8395,137,6,537.03
2026-03-16,CAM003165,134.85,5288,86,3,338.27
2026-03-17,CAM003165,300.87,11799,193,10,754.74
2026-03-18,CAM003165,193.97,7606,124,4,486.58
2026-03-19,CAM003165,213.03,8354,136,8,534.38
2026-03-20,CAM003165,365.23,14322,234,17,916.19
2026-03-21,CAM003165,198.46,7783,127,5,497.85
2026-03-22,CAM003165,176.56,6924,113,4,442.92
2026-03-23,CAM003165,206.46,8096,132,6,517.91
2026-03-24,CAM003165,324.92,12742,208,7,815.08
2026-03-25,CAM003165,213.5,8372,137,4,535.58
2026-03-26,CAM003165,230.18,9026,148,5,577.41
2026-03-27,CAM003165,268.59,10533,172,8,673.78
2026-03-28,CAM003165,179.04,7021,115,3,449.12
2026-03-29,CAM003165,194.86,7641,125,6,488.8
2026-03-30,CAM003165,234.39,9191,150,6,587.97
2026-03-31,CAM003165,259.26,10167,166,6,650.37
2026-04-01,CAM003165,126.29,4952,81,4,316.8
2026-04-02,CAM003165,293.53,11511,188,12,736.34
2026-04-03,CAM003165,174.86,6857,112,5,438.65
2026-04-04,CAM003165,288.31,11306,185,8,723.24
2026-04-05,CAM003165,254.77,9991,163,7,639.1
2026-04-06,CAM003165,182.38,7152,117,4,457.51
2026-04-07,CAM003165,274.54,10766,176,8,688.71
2026-04-08,CAM003165,292.46,11469,188,10,733.66
2026-04-09,CAM003165,312.71,12263,201,11,784.44
2026-04-10,CAM003165,263.97,10352,169,8,662.18
2026-04-11,CAM003165,455.37,17858,292,14,1142.33
2026-04-12,CAM003165,168.11,6592,108,5,421.7
2026-04-13,CAM003165,186.33,7307,119,7,467.41
2026-04-14,CAM003165,262.21,10282,168,8,657.76
2026-04-15,CAM003165,189.88,7446,122,6,476.32
2026-04-16,CAM003165,199.48,7822,128,7,500.41
2026-04-17,CAM003165,253.45,9939,162,14,635.79
2026-04-18,CAM003165,228.21,8949,146,6,572.47
2025-06-28,CAM008441,792.56,35209,143,6,2018.88
2025-06-29,CAM008441,1003.89,44597,182,8,2557.2
2025-06-30,CAM008441,1102.56,48980,199,11,2808.54
2025-07-01,CAM008441,660.46,29340,119,5,1682.37
2025-07-02,CAM008441,896.28,39817,162,8,2283.08
2025-07-03,CAM008441,729.16,32392,132,5,1857.38
2025-07-04,CAM008441,718.95,31939,130,5,1831.37
2025-07-05,CAM008441,1051.25,46701,190,10,2677.83
2025-07-06,CAM008441,773.12,34345,140,6,1969.36
2025-07-07,CAM008441,741.38,32935,134,6,1888.51
2025-07-08,CAM008441,601.06,26701,108,3,1531.07
2025-07-09,CAM008441,620.51,27565,112,5,1580.61
2025-07-10,CAM008441,627.98,27897,113,6,1599.65
2025-07-11,CAM008441,695.23,30885,126,9,1770.96
2025-07-12,CAM008441,715.58,31789,129,6,1822.78
2025-07-13,CAM008441,755.68,33570,137,7,1924.93
2025-07-14,CAM008441,900.75,40015,163,9,2294.47
2025-07-15,CAM008441,484.89,21541,87,4,1235.15
2025-07-16,CAM008441,594.61,26415,107,5,1514.64
2025-07-17,CAM008441,835.43,37113,151,6,2128.08
2025-07-18,CAM008441,917.15,40744,166,7,2336.24
2025-07-19,CAM008441,1235.93,54905,224,11,3148.26
2025-07-20,CAM008441,1126.04,50023,204,12,2868.34
2025-07-21,CAM008441,644.1,28614,116,4,1640.71
2025-07-22,CAM008441,744.57,33077,135,6,1896.63
2025-07-23,CAM008441,998.27,44347,181,8,2542.88
2025-07-24,CAM008441,685.4,30448,124,4,1745.9
2025-07-25,CAM008441,791.49,35161,143,5,2016.16
2025-07-26,CAM008441,874.7,38858,158,8,2228.1
2025-07-27,CAM008441,689.15,30615,124,7,1755.46
2025-07-28,CAM008441,688.91,30604,124,4,1754.84
2025-07-29,CAM008441,991.42,44043,179,7,2525.43
2025-07-30,CAM008441,805.52,35785,146,7,2051.9
2025-07-31,CAM008441,786.75,34951,142,7,2004.09
2025-08-01,CAM008441,618.4,27472,112,7,1575.24
2025-08-02,CAM008441,999.98,44423,181,9,2547.22
2025-08-03,CAM008441,632.63,28104,114,4,1611.49
2025-08-04,CAM008441,856.34,38042,155,5,2181.33
2025-08-05,CAM008441,803.45,35692,145,5,2046.61
2025-08-06,CAM008441,631.16,28039,114,4,1607.75
2025-08-07,CAM008441,788.7,35037,143,8,2009.06
2025-08-08,CAM008441,804.95,35759,145,7,2050.43
2025-08-09,CAM008441,854.12,37944,154,8,2175.69
2025-08-10,CAM008441,906.78,40283,164,4,2309.82
2025-08-11,CAM008441,900.03,39983,163,9,2292.64
2025-08-12,CAM008441,698.34,31023,126,4,1778.87
2025-08-13,CAM008441,788.13,35012,142,7,2007.6
2025-08-14,CAM008441,687.51,30542,124,6,1751.28
2025-08-15,CAM008441,930.33,41329,168,13,2369.81
2025-08-16,CAM008441,850.53,37784,154,8,2166.55
2025-08-17,CAM008441,700.45,31117,127,5,1784.25
2025-08-18,CAM008441,730.67,32459,132,8,1861.23
2025-08-19,CAM008441,884.45,39291,160,11,2252.94
2025-08-20,CAM008441,557.31,24758,101,3,1419.63
2025-08-21,CAM008441,935.97,41580,169,11,2384.19
2025-08-22,CAM008441,755.81,33576,137,2,1925.28
2025-08-23,CAM008441,711.78,31620,129,6,1813.12
2025-08-24,CAM008441,689.94,30650,125,6,1757.46
2025-08-25,CAM008441,1097.6,48760,199,13,2795.9
2025-08-26,CAM008441,882.67,39212,160,7,2248.41
2025-12-11,CAM000236,6882.89,126224,1239,72,18454.49
2025-12-12,CAM000236,7637.36,140060,1375,69,20477.37
2025-12-13,CAM000236,6129.05,112399,1103,47,16433.28
2025-12-14,CAM000236,9714.84,178159,1749,70,26047.54
2025-12-15,CAM000236,8013.39,146956,1442,78,21485.59
2025-12-16,CAM000236,8349.07,153112,1503,84,22385.62
2025-12-17,CAM000236,8615.11,157991,1551,68,23098.93
2025-12-18,CAM000236,5665.76,103903,1020,42,15191.11
2025-12-19,CAM000236,8793.01,161253,1583,62,23575.91
2025-12-20,CAM000236,6788.03,124484,1222,49,18200.14
2025-12-21,CAM000236,5778.17,105965,1040,41,15492.51
2025-12-22,CAM000236,9281.77,170217,1671,72,24886.38
