PurchaseID,CustomerID,CampaignID,PurchaseDate,PurchaseAmount,DiscountApplied,NetAmount,PaymentMethod,PurchaseStatus,ProfitMargin
PUR002108,CUST00703,CAM002205,2025-04-23,199.09,0.19,161.26,Debit Card,Completed,0.397
PUR002109,CUST03739,CAM000048,2026-08-17,349.22,0.21,275.88,Debit Card,Completed,0.432
PUR002110,CUST03723,CAM002386,2025-08-18,2891.66,0.0,2891.66,Apple Pay,Completed,0.359
PUR002111,CUST01144,CAM004007,2025-02-28,538.01,0.0,538.01,Credit Card,Completed,0.298
PUR002112,CUST02010,CAM007667,2026-04-14,943.79,0.0,943.79,Credit Card,Completed,0.276
PUR002113,CUST02277,CAM000939,2025-08-01,475.38,0.0,475.38,Apple Pay,Completed,0.383
PUR002114,CUST00090,CAM004608,2025-11-29,549.75,0.0,549.75,Debit Card,Completed,0.242
PUR002115,CUST04200,CAM008762,2026-04-23,266.64,0.0,266.64,Debit Card,Completed,0.254
PUR002116,CUST04333,CAM008570,2025-04-03,2094.41,0.0,2094.41,Debit Card,Completed,0.251
PUR002117,CUST00056,CAM003477,2025-05-02,259.65,0.0,259.65,Credit Card,Completed,0.377
PUR002118,CUST04647,CAM003340,2025-05-18,1446.94,0.18,1186.49,Debit Card,Pending,0.417
PUR002119,CUST02881,CAM002187,2025-02-25,1018.46,0.0,1018.46,Apple Pay,Completed,0.281
PUR002120,CUST04714,CAM000415,2025-01-02,318.17,0.18,260.9,PayPal,Completed,0.434
PUR002121,CUST03117,CAM008986,2024-12-21,654.94,0.19,530.5,Debit Card,Cancelled,0.365
PUR002122,CUST04617,CAM004331,2026-05-15,379.73,0.0,379.73,Credit Card,Completed,0.355
PUR002123,CUST04250,CAM000212,2026-06-08,376.58,0.07,350.22,Credit Card,Refunded,0.258
PUR002124,CUST02654,CAM003410,2026-06-23,425.76,0.0,425.76,Credit Card,Refunded,0.323
PUR002125,CUST03392,CAM001446,2024-12-22,648.06,0.0,648.06,Credit Card,Completed,0.4
PUR002126,CUST00652,CAM009939,2025-07-29,1323.51,0.0,1323.51,Debit Card,Completed,0.235
PUR002127,CUST00382,CAM005876,2026-06-29,499.8,0.0,499.8,Google Pay,Pending,0.343
PUR002128,CUST02105,CAM000581,2024-08-27,257.27,0.0,257.27,Apple Pay,Completed,0.206
PUR002129,CUST00669,CAM006594,2026-02-14,118.22,0.06,111.13,PayPal,Completed,0.439
PUR002130,CUST03011,CAM009028,2025-09-14,360.34,0.0,360.34,PayPal,Completed,0.335
PUR002131,CUST01238,CAM003292,2026-09-01,282.28,0.0,282.28,Debit Card,Pending,0.264
PUR002132,CUST02863,CAM008433,2024-12-06,837.77,0.06,787.5,Debit Card,Completed,0.256
PUR002133,CUST03438,CAM007951,2025-04-27,1120.71,0.0,1120.71,PayPal,Completed,0.379
PUR002134,CUST00483,CAM001391,2025-05-21,2459.39,0.0,2459.39,Credit Card,Completed,0.242
PUR002135,CUST03732,CAM008231,2025-07-18,607.27,0.2,485.82,Google Pay,Completed,0.405
PUR002136,CUST02727,CAM005079,2025-12-08,573.56,0.0,573.56,PayPal,Completed,0.299
PUR002137,CUST00344,CAM004486,2025-03-05,658.12,0.02,644.96,Apple Pay,Completed,0.2
PUR002138,CUST04144,CAM009969,2025-09-13,532.53,0.01,527.2,Credit Card,Pending,0.23
PUR002139,CUST02426,CAM003807,2025-02-05,5033.13,0.0,5033.13,Debit Card,Refunded,0.429
PUR002140,CUST04610,CAM000777,2025-07-17,92.89,0.18,76.17,Apple Pay,Completed,0.245
PUR002141,CUST02682,CAM007488,2026-02-06,770.39,0.18,631.72,Apple Pay,Completed,0.361
PUR002142,CUST00730,CAM003392,2026-03-23,1042.98,0.0,1042.98,Google Pay,Completed,0.384
PUR002143,CUST00233,CAM004588,2026-05-29,1246.21,0.18,1021.89,Google Pay,Completed,0.39
PUR002144,CUST00308,CAM004141,2025-04-06,567.3,0.0,567.3,Google Pay,Completed,0.299
PUR002145,CUST01931,CAM001025,2025-05-22,972.33,0.07,904.27,Google Pay,Completed,0.444
PUR002146,CUST03651,CAM003255,2025-07-18,699.95,0.0,699.95,Debit Card,Refunded,0.207
PUR002147,CUST01332,CAM001309,2025-05-07,832.88,0.22,649.65,PayPal,Pending,0.331
PUR002148,CUST01878,CAM008671,2025-05-18,398.88,0.0,398.88,PayPal,Completed,0.432
PUR002149,CUST01430,CAM002759,2026-05-15,115.64,0.0,115.64,Credit Card,Completed,0.213
PUR002150,CUST01924,CAM003917,2024-11-04,4578.77,0.0,4578.77,Google Pay,Completed,0.34
PUR002151,CUST01841,CAM000443,2024-10-28,690.9,0.0,690.9,Debit Card,Cancelled,0.378
PUR002152,CUST01906,CAM006419,2026-04-09,704.47,0.0,704.47,PayPal,Completed,0.282
PUR002153,CUST03200,CAM000023,2025-02-19,1592.14,0.0,1592.14,Debit Card,Refunded,0.296
PUR002154,CUST03008,CAM004472,2026-08-24,138.69,0.15,117.89,Debit Card,Completed,0.252
PUR002155,CUST03284,CAM005068,2025-12-27,531.7,0.0,531.7,Apple Pay,Pending,0.399
PUR002156,CUST02842,CAM003232,2026-05-05,124.26,0.0,124.26,Google Pay,Completed,0.434
PUR002157,CUST04583,CAM002508,2025-05-14,607.76,0.25,455.82,Credit Card,Completed,0.264
PUR002158,CUST02847,CAM006327,2026-04-22,603.88,0.0,603.88,Debit Card,Completed,0.326
PUR002159,CUST03006,CAM000062,2026-02-06,260.73,0.0,260.73,Google Pay,Completed,0.391
PUR002160,CUST02270,CAM003868,2026-08-17,463.27,0.01,458.64,Debit Card,Completed,0.281
PUR002161,CUST00968,CAM002283,2025-02-21,908.66,0.0,908.66,PayPal,Cancelled,0.313
PUR002162,CUST03158,CAM005357,2025-08-30,455.96,0.0,455.96,Credit Card,Pending,0.407
PUR002163,CUST04734,CAM005607,2025-12-25,707.47,0.0,707.47,PayPal,Completed,0.23
PUR002164,CUST02368,CAM002830,2026-01-10,1046.93,0.0,1046.93,Apple Pay,Completed,0.368
PUR002165,CUST00509,CAM008913,2026-04-17,1611.43,0.0,1611.43,Credit Card,Completed,0.363
PUR002166,CUST02474,CAM007833,2025-03-02,35.33,0.0,35.33,PayPal,Completed,0.339
PUR002167,CUST04141,CAM001816,2026-02-28,1867.88,0.1,1681.09,Debit Card,Completed,0.336
PUR002168,CUST04874,CAM006959,2025-12-07,1426.5,0.0,1426.5,Credit Card,Refunded,0.318
PUR002169,CUST00707,CAM007130,2026-04-12,316.54,0.01,313.37,Debit Card,Cancelled,0.322
PUR002170,CUST02760,CAM006952,2025-11-25,151.54,0.0,151.54,Debit Card,Completed,0.201
PUR002171,CUST01774,CAM001155,2026-03-03,115.43,0.22,90.04,Debit Card,Completed,0.39
PUR002172,CUST04003,CAM009546,2025-03-28,862.63,0.08,793.62,Apple Pay,Completed,0.429
PUR002173,CUST01621,CAM005274,2025-05-27,505.18,0.0,505.18,Debit Card,Completed,0.277
PUR002174,CUST00287,CAM002332,2025-03-02,620.85,0.22,484.26,Credit Card,Completed,0.215
PUR002175,CUST00247,CAM006943,2025-08-14,47.15,0.0,47.15,Debit Card,Completed,0.26
PUR002176,CUST04189,CAM007228,2025-10-29,241.99,0.0,241.99,Credit Card,Completed,0.252
PUR002177,CUST01807,CAM004849,2024-10-09,217.49,0.2,173.99,Credit Card,Completed,0.255
PUR002178,CUST01964,CAM005124,2025-01-07,2530.22,0.08,2327.8,Credit Card,Completed,0.296
PUR002179,CUST00659,CAM001822,2025-09-06,898.42,0.0,898.42,Apple Pay,Cancelled,0.308
PUR002180,CUST00323,CAM004571,2024-08-27,515.22,0.17,427.63,Debit Card,Completed,0.377
PUR002181,CUST04865,CAM001607,2025-08-24,584.27,0.02,572.58,Debit Card,Cancelled,0.24
PUR002182,CUST04743,CAM008236,2026-02-08,554.95,0.0,554.95,Credit Card,Completed,0.409
PUR002183,CUST01871,CAM004519,2025-03-30,462.07,0.0,462.07,Debit Card,Completed,0.371
PUR002184,CUST03093,CAM006177,2026-01-22,361.58,0.22,282.03,Debit Card,Completed,0.381
PUR002185,CUST02413,CAM005535,2024-09-09,471.62,0.0,471.62,PayPal,Completed,0.345
PUR002186,CUST04944,CAM006917,2026-01-17,823.2,0.0,823.2,Credit Card,Completed,0.325
PUR002187,CUST00800,CAM009658,2025-06-28,375.38,0.01,371.63,PayPal,Completed,0.205
PUR002188,CUST01989,CAM008905,2024-11-07,81.75,0.02,80.11,Credit Card,Completed,0.211
PUR002189,CUST03917,CAM000395,2025-02-10,717.91,0.07,667.66,Credit Card,Completed,0.382
PUR002190,CUST04500,CAM006333,2026-07-08,378.67,0.09,344.59,Apple Pay,Completed,0.277
PUR002191,CUST02542,CAM004980,2025-04-02,360.5,0.0,360.5,Google Pay,Completed,0.307
PUR002192,CUST02235,CAM008181,2024-09-22,381.57,0.0,381.57,Debit Card,Completed,0.364
PUR002193,CUST01375,CAM008204,2026-08-26,1209.08,0.18,991.45,Credit Card,Completed,0.21
PUR002194,CUST03046,CAM006078,2024-10-03,599.6,0.03,581.61,Debit Card,Completed,0.258
PUR002195,CUST03175,CAM006861,2024-10-02,593.62,0.0,593.62,Debit Card,Completed,0.308
PUR002196,CUST03541,CAM005865,2026-06-16,127.87,0.0,127.87,Credit Card,Completed,0.294
PUR002197,CUST01975,CAM008739,2026-02-10,424.39,0.05,403.17,Credit Card,Completed,0.281
PUR002198,CUST03737,CAM000253,2025-05-05,537.66,0.05,510.78,Debit Card,Cancelled,0.333
PUR002199,CUST01888,CAM003838,2025-10-10,856.66,0.08,788.13,Debit Card,Completed,0.253
PUR002200,CUST01471,CAM008474,2026-06-03,812.92,0.0,812.92,Credit Card,Completed,0.234
PUR002201,CUST01695,CAM009433,2024-12-22,1348.74,0.16,1132.94,Google Pay,Completed,0.239
PUR002202,CUST03121,CAM000661,2025-02-02,1284.03,0.0,1284.03,Debit Card,Completed,0.25
PUR002203,CUST02305,CAM002623,2026-03-17,1358.3,0.0,1358.3,Credit Card,Completed,0.353
PUR002204,CUST03107,CAM000465,2024-10-03,191.27,0.0,191.27,Credit Card,Completed,0.254
PUR002205,CUST04502,CAM003003,2025-03-23,296.74,0.0,296.74,Google Pay,Completed,0.276
PUR002206,CUST03188,CAM006246,2026-08-19,144.61,0.0,144.61,Apple Pay,Completed,0.432
PUR002207,CUST01372,CAM005288,2024-12-14,3291.75,0.0,3291.75,PayPal,Refunded,0.313
PUR002208,CUST01116,CAM001606,2025-05-30,2177.78,0.15,1851.11,PayPal,Completed,0.257
PUR002209,CUST00777,CAM002281,2026-04-16,638.22,0.0,638.22,Credit Card,Pending,0.438
PUR002210,CUST00187,CAM000593,2025-10-26,997.74,0.0,997.74,Debit Card,Completed,0.359
PUR002211,CUST04662,CAM005949,2025-10-07,32.16,0.0,32.16,Credit Card,Completed,0.409
PUR002212,CUST04886,CAM000882,2025-11-28,1261.38,0.0,1261.38,Google Pay,Completed,0.366
PUR002213,CUST02660,CAM000548,2026-08-19,1149.72,0.0,1149.72,PayPal,Completed,0.355
PUR002214,CUST00091,CAM003536,2025-05-26,438.73,0.0,438.73,Apple Pay,Refunded,0.394
PUR002215,CUST04707,CAM002990,2025-01-16,675.38,0.0,675.38,Debit Card,Completed,0.327
PUR002216,CUST00295,CAM001526,2024-12-10,1352.86,0.24,1028.17,Debit Card,Completed,0.381
PUR002217,CUST01298,CAM009355,2024-11-19,62.91,0.05,59.76,PayPal,Cancelled,0.296
PUR002218,CUST04519,CAM008208,2026-02-10,2649.03,0.14,2278.17,Debit Card,Completed,0.427
PUR002219,CUST02293,CAM009877,2026-02-14,253.11,0.0,253.11,Debit Card,Completed,0.241
PUR002220,CUST04707,CAM005760,2025-03-03,712.31,0.0,712.31,PayPal,Completed,0.301
PUR002221,CUST02075,CAM003309,2025-06-22,51.1,0.0,51.1,Debit Card,Completed,0.421
PUR002222,CUST00287,CAM006352,2024-10-12,1230.37,0.14,1058.12,Credit Card,Completed,0.254
PUR002223,CUST00456,CAM005286,2025-01-25,806.11,0.0,806.11,Apple Pay,Completed,0.407
PUR002224,CUST03499,CAM009899,2025-05-18,713.49,0.0,713.49,Debit Card,Completed,0.422
PUR002225,CUST03508,CAM000601,2026-07-24,157.63,0.19,127.68,PayPal,Completed,0.259
PUR002226,CUST02222,CAM006331,2026-01-13,1330.95,0.0,1330.95,Apple Pay,Completed,0.399
PUR002227,CUST03737,CAM005980,2025-11-23,1467.5,0.07,1364.78,Google Pay,Completed,0.263
PUR002228,CUST02952,CAM005311,2025-08-13,943.89,0.16,792.87,PayPal,Completed,0.249
PUR002229,CUST03467,CAM002655,2026-07-16,532.66,0.0,532.66,PayPal,Completed,0.258
PUR002230,CUST00070,CAM006955,2025-12-02,806.15,0.0,806.15,Credit Card,Completed,0.378
PUR002231,CUST00734,CAM003382,2025-08-09,578.51,0.11,514.87,Debit Card,Completed,0.425
PUR002232,CUST04039,CAM000717,2025-11-02,1426.21,0.0,1426.21,Apple Pay,Completed,0.445
PUR002233,CUST03252,CAM007172,2024-10-26,1295.43,0.03,1256.57,Credit Card,Refunded,0.401
PUR002234,CUST03663,CAM007884,2024-11-02,214.4,0.0,214.4,Credit Card,Completed,0.219
PUR002235,CUST04558,CAM004452,2025-05-25,536.18,0.0,536.18,Credit Card,Completed,0.231
PUR002236,CUST00686,CAM001807,2025-01-06,342.7,0.07,318.71,Apple Pay,Completed,0.303
PUR002237,CUST03685,CAM005483,2026-01-16,1229.05,0.23,946.37,Debit Card,Completed,0.297
PUR002238,CUST03497,CAM005818,2025-10-01,1014.39,0.0,1014.39,Debit Card,Pending,0.308
PUR002239,CUST00191,CAM000174,2025-01-06,1192.35,0.0,1192.35,Credit Card,Completed,0.415
PUR002240,CUST04698,CAM002169,2025-05-31,840.45,0.01,832.05,PayPal,Completed,0.359
PUR002241,CUST04054,CAM003510,2025-06-29,362.87,0.17,301.18,Google Pay,Completed,0.224
PUR002242,CUST04028,CAM008663,2026-07-06,63.93,0.06,60.09,Google Pay,Completed,0.283
PUR002243,CUST03767,CAM002683,2025-12-21,231.18,0.0,231.18,Google Pay,Completed,0.253
PUR002244,CUST00190,CAM001459,2025-05-28,356.74,0.0,356.74,PayPal,Completed,0.43
PUR002245,CUST02827,CAM003529,2025-09-23,754.2,0.0,754.2,Credit Card,Completed,0.301
PUR002246,CUST03326,CAM009350,2025-03-16,1800.36,0.05,1710.34,Google Pay,Completed,0.32
PUR002247,CUST00702,CAM007932,2026-04-12,122.16,0.13,106.28,Debit Card,Completed,0.355
PUR002248,CUST04508,CAM003274,2024-12-16,327.47,0.22,255.43,Debit Card,Completed,0.448
PUR002249,CUST03786,CAM000358,2026-06-30,534.4,0.0,534.4,Credit Card,Completed,0.325
PUR002250,CUST03733,CAM004900,2025-07-09,567.55,0.0,567.55,Debit Card,Completed,0.208
PUR002251,CUST00782,CAM001143,2025-05-09,288.63,0.06,271.31,PayPal,Completed,0.208
PUR002252,CUST01690,CAM004250,2024-11-29,1449.97,0.0,1449.97,Apple Pay,Cancelled,0.383
PUR002253,CUST01568,CAM002962,2025-04-29,207.47,0.0,207.47,Debit Card,Pending,0.418
PUR002254,CUST00236,CAM001596,2025-05-13,1129.44,0.0,1129.44,Credit Card,Cancelled,0.402
PUR002255,CUST00680,CAM003080,2025-11-25,1791.14,0.2,1432.91,Credit Card,Completed,0.445
PUR002256,CUST02869,CAM009499,2026-07-08,123.02,0.22,95.96,Google Pay,Completed,0.233
PUR002257,CUST04218,CAM008418,2025-11-18,841.53,0.0,841.53,Debit Card,Cancelled,0.412
PUR002258,CUST01291,CAM001932,2026-02-07,146.37,0.0,146.37,PayPal,Completed,0.433
PUR002259,CUST02983,CAM009323,2025-03-05,209.57,0.0,209.57,Credit Card,Completed,0.45
PUR002260,CUST04262,CAM007532,2025-01-29,675.85,0.0,675.85,Apple Pay,Completed,0.334
PUR002261,CUST00983,CAM002417,2026-06-25,530.25,0.0,530.25,Debit Card,Refunded,0.21
PUR002262,CUST03415,CAM008504,2025-10-10,630.21,0.0,630.21,Credit Card,Completed,0.312
PUR002263,CUST01201,CAM006379,2024-11-04,356.7,0.0,356.7,PayPal,Completed,0.391
PUR002264,CUST03203,CAM009642,2025-05-08,265.63,0.0,265.63,Credit Card,Completed,0.219
PUR002265,CUST04570,CAM002309,2025-06-01,186.34,0.0,186.34,Credit Card,Completed,0.288
PUR002266,CUST04911,CAM002961,2025-07-24,3162.54,0.0,3162.54,Apple Pay,Completed,0.416
PUR002267,CUST03860,CAM005674,2026-03-05,579.48,0.0,579.48,Debit Card,Completed,0.263
PUR002268,CUST01060,CAM007326,2026-09-07,726.57,0.0,726.57,Credit Card,Completed,0.413
PUR002269,CUST00463,CAM007343,2025-03-06,1074.95,0.09,978.2,Debit Card,Pending,0.214
PUR002270,CUST02954,CAM003701,2026-06-15,1036.36,0.0,1036.36,PayPal,Completed,0.368
PUR002271,CUST02302,CAM008245,2026-04-25,146.31,0.0,146.31,Apple Pay,Completed,0.375
PUR002272,CUST00689,CAM006580,2024-09-18,449.85,0.06,422.86,Debit Card,Completed,0.363
PUR002273,CUST01679,CAM003646,2024-08-28,903.74,0.21,713.95,Debit Card,Completed,0.261
PUR002274,CUST04087,CAM001054,2026-06-07,1128.07,0.0,1128.07,PayPal,Completed,0.273
PUR002275,CUST02855,CAM009833,2025-03-15,641.39,0.01,634.98,Debit Card,Completed,0.257
PUR002276,CUST00685,CAM001999,2026-01-10,117.06,0.21,92.48,Credit Card,Completed,0.442
PUR002277,CUST02957,CAM007210,2026-07-23,142.43,0.1,128.19,Debit Card,Completed,0.375
PUR002278,CUST03035,CAM000201,2024-10-27,730.43,0.0,730.43,Credit Card,Completed,0.259
PUR002279,CUST03115,CAM001147,2025-07-08,768.89,0.0,768.89,Debit Card,Cancelled,0.314
PUR002280,CUST00551,CAM009926,2025-11-14,730.21,0.0,730.21,Credit Card,Completed,0.203
PUR002281,CUST03409,CAM008436,2025-04-26,563.48,0.0,563.48,Credit Card,Completed,0.23
PUR002282,CUST00799,CAM005300,2025-10-07,3585.05,0.23,2760.49,Google Pay,Pending,0.406
PUR002283,CUST01895,CAM000047,2025-02-07,429.99,0.0,429.99,Credit Card,Completed,0.313
PUR002284,CUST04434,CAM003861,2025-02-15,162.52,0.08,149.52,Credit Card,Pending,0.34
PUR002285,CUST01926,CAM004076,2026-07-18,184.11,0.0,184.11,PayPal,Completed,0.366
PUR002286,CUST02517,CAM003319,2025-08-02,954.09,0.0,954.09,Debit Card,Completed,0.322
PUR002287,CUST02869,CAM001107,2026-05-12,219.73,0.0,219.73,Credit Card,Completed,0.351
PUR002288,CUST04836,CAM004986,2026-06-12,164.46,0.0,164.46,Credit Card,Completed,0.338
PUR002289,CUST00682,CAM009096,2024-10-10,374.03,0.2,299.22,PayPal,Completed,0.273
PUR002290,CUST02097,CAM004424,2026-06-29,413.31,0.0,413.31,Apple Pay,Completed,0.213
PUR002291,CUST00578,CAM009534,2025-08-01,229.78,0.18,188.42,Credit Card,Completed,0.3
PUR002292,CUST01685,CAM006375,2026-01-07,4045.28,0.0,4045.28,Credit Card,Completed,0.329
PUR002293,CUST02157,CAM002772,2025-06-09,796.28,0.0,796.28,Debit Card,Refunded,0.414
PUR002294,CUST02583,CAM002355,2025-08-31,1347.53,0.09,1226.25,Google Pay,Completed,0.285
PUR002295,CUST01020,CAM009310,2025-09-04,605.77,0.15,514.9,Credit Card,Cancelled,0.431
PUR002296,CUST03670,CAM004926,2026-04-15,2332.02,0.0,2332.02,PayPal,Completed,0.424
PUR002297,CUST04684,CAM004870,2026-09-05,287.16,0.0,287.16,PayPal,Completed,0.388
PUR002298,CUST00023,CAM003038,2026-09-19,99.4,0.0,99.4,Debit Card,Pending,0.393
PUR002299,CUST00394,CAM008619,2026-05-08,1470.92,0.15,1250.28,Credit Card,Completed,0.438
PUR002300,CUST01804,CAM008774,2025-02-27,365.9,0.0,365.9,Debit Card,Pending,0.439
PUR002301,CUST00097,CAM003501,2025-12-08,4874.11,0.0,4874.11,Credit Card,Refunded,0.367
PUR002302,CUST02076,CAM006807,2025-08-15,166.38,0.0,166.38,Credit Card,Completed,0.209
PUR002303,CUST04468,CAM007541,2026-10-11,409.24,0.04,392.87,Apple Pay,Completed,0.381
PUR002304,CUST04225,CAM004618,2026-06-09,1151.78,0.0,1151.78,Credit Card,Completed,0.231
PUR002305,CUST02470,CAM002669,2026-03-04,391.54,0.0,391.54,Debit Card,Pending,0.399
PUR002306,CUST02481,CAM004688,2024-09-28,117.35,0.12,103.27,Google Pay,Completed,0.381
PUR002307,CUST02904,CAM000496,2026-02-12,505.86,0.0,505.86,Debit Card,Completed,0.436
PUR002308,CUST04732,CAM003044,2025-06-15,554.32,0.0,554.32,PayPal,Completed,0.282
PUR002309,CUST01342,CAM004494,2024-10-14,693.86,0.0,693.86,PayPal,Completed,0.298
PUR002310,CUST03530,CAM009724,2026-04-04,176.32,0.09,160.45,Debit Card,Completed,0.29
PUR002311,CUST02861,CAM008789,2025-09-13,777.09,0.24,590.59,Credit Card,Completed,0.332
PUR002312,CUST01460,CAM002598,2026-05-24,1035.15,0.0,1035.15,PayPal,Refunded,0.441
PUR002313,CUST04190,CAM002088,2026-03-24,893.6,0.0,893.6,Credit Card,Pending,0.251
PUR002314,CUST03308,CAM009687,2026-09-25,145.54,0.17,120.8,Credit Card,Completed,0.209
PUR002315,CUST01174,CAM007808,2025-05-24,100.88,0.0,100.88,PayPal,Completed,0.243
PUR002316,CUST02822,CAM008486,2026-04-25,277.17,0.0,277.17,PayPal,Pending,0.234
PUR002317,CUST03523,CAM009207,2025-04-27,101.04,0.03,98.01,Apple Pay,Completed,0.236
PUR002318,CUST01527,CAM000648,2025-10-31,532.5,0.0,532.5,Debit Card,Completed,0.378
PUR002319,CUST03035,CAM009359,2025-02-27,2021.46,0.07,1879.96,PayPal,Completed,0.286
PUR002320,CUST03331,CAM009384,2025-04-28,917.01,0.16,770.29,PayPal,Completed,0.401
PUR002321,CUST03699,CAM007356,2026-05-18,1901.27,0.0,1901.27,Apple Pay,Completed,0.297
PUR002322,CUST04695,CAM006605,2025-10-20,1035.87,0.22,807.98,PayPal,Completed,0.363
PUR002323,CUST02427,CAM006980,2025-12-24,302.01,0.0,302.01,Debit Card,Completed,0.363
PUR002324,CUST02100,CAM009520,2025-12-02,1165.12,0.0,1165.12,Debit Card,Completed,0.429
PUR002325,CUST02137,CAM006540,2026-02-27,318.37,0.15,270.61,PayPal,Completed,0.431
PUR002326,CUST04340,CAM002479,2025-10-26,1528.81,0.0,1528.81,Debit Card,Completed,0.301
PUR002327,CUST00120,CAM004721,2025-02-22,1774.78,0.06,1668.29,Apple Pay,Completed,0.288
PUR002328,CUST00559,CAM008831,2025-12-06,252.45,0.0,252.45,Credit Card,Cancelled,0.389
PUR002329,CUST03408,CAM004028,2025-06-28,256.2,0.0,256.2,PayPal,Cancelled,0.427
PUR002330,CUST02467,CAM004822,2026-04-28,549.16,0.0,549.16,Debit Card,Completed,0.292
PUR002331,CUST00968,CAM006755,2025-06-19,1385.05,0.0,1385.05,Credit Card,Completed,0.223
PUR002332,CUST03461,CAM002113,2026-08-21,675.67,0.0,675.67,Debit Card,Completed,0.358
PUR002333,CUST01673,CAM004159,2025-06-28,329.43,0.01,326.14,PayPal,Completed,0.386
PUR002334,CUST00228,CAM000459,2026-10-06,272.65,0.0,272.65,Credit Card,Completed,0.43
PUR002335,CUST02229,CAM004812,2025-10-26,139.8,0.01,138.4,Apple Pay,Completed,0.255
PUR002336,CUST04474,CAM001211,2025-01-01,110.11,0.03,106.81,Credit Card,Completed,0.285
PUR002337,CUST00209,CAM005850,2026-07-27,499.63,0.0,499.63,Credit Card,Refunded,0.39
PUR002338,CUST02774,CAM002488,2025-10-01,826.39,0.0,826.39,Apple Pay,Completed,0.447
PUR002339,CUST00873,CAM008471,2025-09-28,481.9,0.0,481.9,PayPal,Completed,0.253
PUR002340,CUST01625,CAM000212,2026-05-24,561.06,0.0,561.06,Debit Card,Cancelled,0.277
PUR002341,CUST03793,CAM005554,2026-04-12,438.84,0.0,438.84,Apple Pay,Completed,0.333
PUR002342,CUST04423,CAM004462,2026-04-06,406.82,0.03,394.62,Google Pay,Refunded,0.222
PUR002343,CUST01518,CAM009482,2025-05-04,157.86,0.0,157.86,Debit Card,Completed,0.232
PUR002344,CUST02323,CAM007320,2025-08-22,371.66,0.05,353.08,Credit Card,Completed,0.37
PUR002345,CUST03707,CAM003997,2026-03-09,944.71,0.0,944.71,Debit Card,Completed,0.328
PUR002346,CUST01533,CAM008927,2026-08-07,198.15,0.11,176.35,Apple Pay,Completed,0.313
PUR002347,CUST03934,CAM000930,2025-05-02,486.46,0.0,486.46,PayPal,Completed,0.335
PUR002348,CUST01264,CAM006211,2026-01-31,78.8,0.0,78.8,Debit Card,Completed,0.323
PUR002349,CUST02683,CAM000309,2025-03-17,422.53,0.0,422.53,Credit Card,Pending,0.305
PUR002350,CUST04955,CAM001504,2025-01-09,2544.27,0.25,1908.2,Credit Card,Completed,0.414
PUR002351,CUST02500,CAM009651,2025-04-08,206.17,0.0,206.17,PayPal,Completed,0.211
PUR002352,CUST04024,CAM005295,2026-01-05,1142.52,0.0,1142.52,PayPal,Completed,0.43
PUR002353,CUST03985,CAM004263,2025-11-23,480.73,0.21,379.78,Credit Card,Cancelled,0.343
PUR002354,CUST00685,CAM002694,2026-06-12,321.97,0.14,276.89,Debit Card,Cancelled,0.202
PUR002355,CUST01527,CAM006088,2025-07-05,962.14,0.0,962.14,PayPal,Completed,0.224
PUR002356,CUST04007,CAM009734,2026-06-19,428.62,0.0,428.62,Credit Card,Completed,0.439
PUR002357,CUST04399,CAM003063,2025-11-28,3234.62,0.0,3234.62,Google Pay,Completed,0.287
PUR002358,CUST01010,CAM008981,2026-06-18,327.61,0.21,258.81,Debit Card,Completed,0.293
PUR002359,CUST03568,CAM006744,2025-06-23,731.23,0.12,643.48,Apple Pay,Completed,0.416
PUR002360,CUST02498,CAM003635,2026-03-27,435.32,0.05,413.55,Debit Card,Completed,0.359
PUR002361,CUST01187,CAM002216,2026-01-31,522.55,0.0,522.55,Apple Pay,Completed,0.42
PUR002362,CUST01682,CAM002691,2025-08-16,259.19,0.19,209.94,Apple Pay,Completed,0.332
PUR002363,CUST00023,CAM007905,2026-01-07,1682.16,0.0,1682.16,Debit Card,Completed,0.432
PUR002364,CUST00698,CAM003941,2025-04-23,1525.15,0.0,1525.15,Debit Card,Cancelled,0.4
PUR002365,CUST04768,CAM007325,2026-04-04,483.05,0.0,483.05,Apple Pay,Completed,0.322
PUR002366,CUST02405,CAM003210,2026-10-09,459.82,0.1,413.84,Credit Card,Completed,0.401
PUR002367,CUST02905,CAM009568,2024-10-28,442.76,0.0,442.76,Credit Card,Completed,0.405
PUR002368,CUST00419,CAM009424,2026-08-07,764.98,0.0,764.98,Credit Card,Completed,0.231
PUR002369,CUST02097,CAM009868,2025-09-19,262.68,0.23,202.26,Debit Card,Completed,0.272
PUR002370,CUST04924,CAM005920,2024-11-30,296.08,0.21,233.9,Apple Pay,Completed,0.253
PUR002371,CUST03170,CAM001547,2025-01-14,1132.16,0.0,1132.16,Debit Card,Completed,0.317
PUR002372,CUST00349,CAM004975,2025-04-12,337.55,0.09,307.17,Apple Pay,Completed,0.212
PUR002373,CUST04837,CAM002531,2025-05-09,565.28,0.0,565.28,Debit Card,Completed,0.446
PUR002374,CUST04252,CAM007349,2026-04-10,457.15,0.11,406.86,PayPal,Completed,0.264
PUR002375,CUST03159,CAM009085,2026-08-15,6406.9,0.18,5253.66,Credit Card,Refunded,0.216
PUR002376,CUST03709,CAM003757,2026-07-28,600.27,0.07,558.25,Credit Card,Completed,0.204
