CustomerID,Age,Gender,Education,IncomeLevel,Region,DeviceType,CustomerSegment,AcquisitionChannel,CustomerTenureDays,CustomerLifetimeValue,LoyaltyScore,TotalPurchases
CUST01142,37,Male,Bachelor,Medium,Asia-Pacific,Desktop,Silver,Referral,536,13941.45,96.4,0
CUST01143,33,Non-binary,Bachelor,Medium,North America,Mobile,Gold,Direct,370,26775.02,78.1,13
CUST01144,27,Female,High School,Low,Asia-Pacific,Mobile,Bronze,Email,1095,5459.18,70.2,0
CUST01145,38,Male,Associate,Medium-Low,Latin America,Mobile,Platinum,Organic Search,4,82584.67,51.1,17
CUST01146,28,Female,Master,Medium,North America,Desktop,Silver,Direct,360,5888.34,90.4,2
CUST01147,52,Female,Master,Medium-High,Asia-Pacific,Mobile,Platinum,Paid Search,453,53006.11,47.5,19
CUST01148,29,Male,Master,Medium-Low,Asia-Pacific,Desktop,Bronze,Social Media,197,15526.06,30.8,4
CUST01149,31,Female,High School,Medium-Low,North America,Mobile,Bronze,Social Media,286,3260.58,98.5,0
CUST01150,41,Female,High School,Medium,Asia-Pacific,Tablet,Platinum,Email,357,61166.29,75.6,12
CUST01151,27,Female,Bachelor,Medium-Low,Latin America,Mobile,Bronze,Referral,118,3400.72,97.0,1
CUST01152,33,Male,Bachelor,Medium-Low,Europe,Mobile,Gold,Direct,643,6864.42,38.4,10
CUST01153,36,Male,Bachelor,Medium-High,Europe,Tablet,Silver,Paid Search,286,10796.55,93.4,3
CUST01154,39,Male,Bachelor,Medium,Europe,Desktop,Gold,Organic Search,85,11487.59,77.7,6
CUST01155,46,Male,Bachelor,Medium-High,North America,Mobile,Gold,Organic Search,139,45781.58,67.0,5
CUST01156,37,Female,Bachelor,Medium-High,Europe,Desktop,Gold,Social Media,17,22688.56,88.2,5
CUST01157,34,Female,High School,Medium-High,Europe,Mobile,Gold,Display Ads,170,26681.57,93.1,5
CUST01158,42,Male,Bachelor,High,Asia-Pacific,Mobile,Bronze,Direct,211,5209.86,94.4,3
CUST01159,27,Female,Bachelor,Medium-Low,North America,Mobile,Silver,Social Media,142,11631.02,93.3,5
CUST01160,47,Female,Master,Medium-High,Asia-Pacific,Desktop,Gold,Email,222,45716.52,31.7,7
CUST01161,29,Male,High School,Medium-Low,Asia-Pacific,Desktop,Bronze,Display Ads,46,2993.99,76.9,5
CUST01162,34,Male,Master,High,North America,Desktop,Silver,Organic Search,181,13545.19,34.2,4
CUST01163,41,Male,Master,Medium-Low,North America,Tablet,Bronze,Social Media,368,4258.3,89.5,0
CUST01164,33,Female,High School,Medium-High,Latin America,Mobile,Silver,Social Media,268,6588.58,90.2,7
CUST01165,40,Male,Bachelor,Medium,North America,Mobile,Silver,Organic Search,77,7114.42,59.7,1
CUST01166,35,Female,Associate,Medium,North America,Desktop,Silver,Social Media,340,6966.48,36.3,4
CUST01167,42,Male,Bachelor,Low,North America,Desktop,Silver,Email,31,23191.38,33.4,7
CUST01168,46,Male,Bachelor,Medium-High,North America,Mobile,Platinum,Email,83,43949.65,88.0,15
CUST01169,48,Male,Associate,High,North America,Mobile,Platinum,Social Media,274,44780.2,45.3,13
CUST01170,42,Male,Master,Medium-High,North America,Mobile,Gold,Social Media,582,11407.96,34.1,11
CUST01171,39,Female,Master,Medium,North America,Mobile,Gold,Organic Search,140,14760.17,95.1,9
CUST01172,44,Male,Master,High,Asia-Pacific,Tablet,Platinum,Organic Search,199,60990.17,89.2,8
CUST01173,52,Male,Associate,Medium,Asia-Pacific,Mobile,Silver,Email,18,17331.18,88.7,7
CUST01174,37,Male,Bachelor,Medium-Low,Europe,Mobile,Bronze,Display Ads,120,2322.17,33.4,2
CUST01175,36,Male,Bachelor,Medium,Middle East,Mobile,Bronze,Email,1095,6460.47,84.2,2
CUST01176,43,Male,High School,High,Europe,Tablet,Platinum,Email,1095,46388.91,81.1,12
CUST01177,49,Male,Associate,Medium,Latin America,Tablet,Gold,Email,213,9831.34,71.9,5
CUST01178,36,Male,High School,Medium,North America,Mobile,Bronze,Social Media,361,12331.62,99.9,1
CUST01179,35,Male,Bachelor,Medium-High,Asia-Pacific,Desktop,Silver,Social Media,1095,5232.66,84.5,6
CUST01180,25,Female,Master,Medium,Europe,Desktop,Bronze,Social Media,379,2799.49,51.2,2
CUST01181,40,Female,Bachelor,Medium-High,Middle East,Mobile,Gold,Display Ads,80,9904.14,71.8,5
CUST01182,36,Male,Bachelor,Medium-High,Europe,Tablet,Platinum,Paid Search,481,23203.44,90.4,15
CUST01183,34,Male,Master,Medium-High,Europe,Desktop,Bronze,Paid Search,637,2030.91,71.0,2
CUST01184,31,Female,PhD,Medium-High,Asia-Pacific,Mobile,Gold,Social Media,507,19796.5,50.4,6
CUST01185,42,Male,Master,Medium-High,Latin America,Mobile,Platinum,Direct,0,11400.24,95.2,11
CUST01186,32,Female,Bachelor,Medium-High,Latin America,Desktop,Gold,Social Media,1095,23530.0,35.3,14
CUST01187,31,Female,Bachelor,Medium-Low,North America,Tablet,Bronze,Referral,435,1984.04,56.8,2
CUST01188,35,Female,Master,Medium,Europe,Desktop,Gold,Social Media,257,41926.59,75.1,10
CUST01189,32,Male,Master,High,North America,Mobile,Silver,Email,457,19560.71,99.0,5
CUST01190,35,Female,Bachelor,Medium-High,Asia-Pacific,Mobile,Gold,Social Media,352,12647.86,44.7,9
CUST01191,47,Male,High School,Medium-High,Latin America,Mobile,Platinum,Organic Search,891,21878.13,73.2,11
CUST01192,41,Male,PhD,Medium-Low,Europe,Mobile,Silver,Organic Search,792,7438.71,71.8,4
CUST01193,31,Male,High School,Medium-High,Europe,Desktop,Bronze,Social Media,648,4943.47,94.9,6
CUST01194,47,Female,High School,High,North America,Tablet,Platinum,Email,215,59289.76,56.3,9
CUST01195,37,Female,Associate,Medium-Low,North America,Desktop,Bronze,Display Ads,597,5631.8,61.9,3
CUST01196,26,Female,Bachelor,High,Europe,Desktop,Silver,Organic Search,90,6493.29,95.5,2
CUST01197,26,Male,Master,Medium,Asia-Pacific,Mobile,Silver,Social Media,541,5455.02,91.4,5
CUST01198,32,Male,Associate,Medium-Low,Asia-Pacific,Mobile,Bronze,Organic Search,34,1487.96,38.8,2
CUST01199,38,Male,Bachelor,Medium,North America,Desktop,Bronze,Referral,399,6450.63,54.6,3
CUST01200,27,Female,High School,Medium-Low,Asia-Pacific,Desktop,Bronze,Referral,129,3256.75,94.6,2
CUST01201,36,Female,High School,Medium,Middle East,Mobile,Gold,Paid Search,614,11804.49,56.9,5
CUST01202,45,Male,High School,Medium-High,Middle East,Mobile,Gold,Paid Search,141,25929.09,99.8,12
CUST01203,43,Male,High School,Medium-High,North America,Desktop,Gold,Paid Search,629,23107.99,64.2,7
CUST01204,36,Male,Master,Medium,Europe,Desktop,Bronze,Social Media,333,5104.09,73.1,1
CUST01205,54,Male,Bachelor,High,Asia-Pacific,Tablet,Platinum,Display Ads,427,8059.13,48.3,10
CUST01206,35,Male,Bachelor,Medium-High,North America,Tablet,Bronze,Organic Search,250,6320.49,72.4,0
CUST01207,45,Male,PhD,Medium-High,Europe,Desktop,Gold,Referral,245,24145.74,60.8,7
CUST01208,28,Female,Bachelor,Low,Latin America,Mobile,Silver,Display Ads,143,5984.02,47.2,3
CUST01209,35,Female,Bachelor,Medium-High,Middle East,Mobile,Bronze,Display Ads,9,10145.97,95.8,1
CUST01210,43,Female,Associate,Low,Europe,Mobile,Bronze,Social Media,369,11498.06,61.7,3
CUST01211,33,Non-binary,Master,Medium-Low,North America,Mobile,Silver,Organic Search,128,11104.22,95.7,7
CUST01212,50,Female,Master,Medium-High,Latin America,Desktop,Platinum,Direct,452,10119.61,43.1,13
CUST01213,25,Female,Bachelor,Medium-High,Middle East,Desktop,Bronze,Direct,815,5752.59,82.3,5
CUST01214,36,Male,Bachelor,Medium,Asia-Pacific,Desktop,Bronze,Social Media,1095,2520.97,88.4,3
CUST01215,34,Male,High School,Medium-Low,North America,Mobile,Gold,Direct,424,19243.85,83.2,9
CUST01216,42,Female,Master,Medium-High,Middle East,Mobile,Silver,Paid Search,543,6183.79,65.1,2
CUST01217,24,Male,Master,Medium,Europe,Desktop,Silver,Paid Search,10,20550.69,35.8,5
CUST01218,34,Female,Bachelor,Medium,Asia-Pacific,Mobile,Silver,Direct,210,18969.72,46.2,6
CUST01219,50,Female,Bachelor,High,Europe,Tablet,Platinum,Organic Search,703,51050.45,99.9,12
CUST01220,29,Female,Associate,Medium,Asia-Pacific,Mobile,Gold,Organic Search,28,17676.57,65.3,9
CUST01221,32,Male,High School,Medium-High,Europe,Desktop,Bronze,Social Media,24,5582.38,63.1,3
CUST01222,33,Non-binary,Bachelor,Medium-Low,Asia-Pacific,Desktop,Bronze,Referral,75,2138.76,54.3,3
CUST01223,37,Male,Associate,Medium,Asia-Pacific,Desktop,Silver,Referral,222,9169.64,93.1,2
CUST01224,41,Female,High School,Medium,Middle East,Mobile,Gold,Display Ads,1095,29765.26,83.8,5
CUST01225,48,Female,High School,Medium,North America,Mobile,Platinum,Organic Search,345,24029.42,68.0,9
CUST01226,34,Male,Bachelor,Medium-High,North America,Mobile,Silver,Social Media,74,5456.13,30.1,5
CUST01227,40,Male,Bachelor,Medium,North America,Desktop,Platinum,Referral,477,43246.78,82.6,25
CUST01228,37,Male,Bachelor,Medium,Europe,Mobile,Gold,Organic Search,932,21246.99,65.0,6
CUST01229,31,Female,PhD,Medium-Low,Asia-Pacific,Tablet,Bronze,Direct,749,3551.76,93.4,1
CUST01230,47,Female,Bachelor,Medium-High,Europe,Mobile,Silver,Organic Search,39,7344.99,63.1,4
CUST01231,34,Female,Bachelor,High,Asia-Pacific,Mobile,Silver,Display Ads,537,15604.98,84.7,3
CUST01232,37,Male,PhD,Medium-High,Latin America,Desktop,Bronze,Direct,86,2113.49,58.9,2
CUST01233,33,Male,Master,Medium-Low,Asia-Pacific,Mobile,Silver,Social Media,158,5821.59,51.2,5
CUST01234,43,Female,Bachelor,Medium,North America,Desktop,Silver,Direct,289,17631.55,90.8,6
CUST01235,42,Male,Master,Medium-Low,North America,Desktop,Silver,Organic Search,1095,8567.39,46.5,4
CUST01236,33,Female,Bachelor,Medium,Middle East,Tablet,Silver,Organic Search,154,17039.79,60.4,5
CUST01237,40,Female,Master,Medium-High,North America,Desktop,Platinum,Social Media,143,6420.02,74.6,10
CUST01238,39,Male,Bachelor,Medium,Asia-Pacific,Mobile,Bronze,Organic Search,25,2852.15,51.3,4
CUST01239,33,Female,Associate,Medium-Low,Europe,Mobile,Gold,Referral,1095,18167.41,86.5,7
CUST01240,35,Female,High School,Medium-High,Asia-Pacific,Mobile,Silver,Social Media,111,5265.43,66.6,4
CUST01241,46,Male,PhD,Medium-Low,Middle East,Mobile,Platinum,Organic Search,614,23448.07,60.4,8
CUST01242,28,Male,Master,Medium-High,Asia-Pacific,Desktop,Bronze,Social Media,63,2266.0,58.7,0
CUST01243,37,Female,High School,Medium-High,Latin America,Tablet,Platinum,Social Media,156,56664.01,63.5,11
CUST01244,45,Female,High School,High,Europe,Tablet,Platinum,Email,317,9373.07,53.4,12
CUST01245,29,Male,Master,Medium-Low,North America,Desktop,Silver,Organic Search,517,16536.36,65.4,8
CUST01246,36,Female,High School,Medium,Europe,Tablet,Silver,Social Media,242,21551.2,62.2,4
CUST01247,39,Female,Master,Medium-High,Europe,Mobile,Platinum,Social Media,412,110506.45,83.9,9
CUST01248,29,Male,Bachelor,Medium-Low,Latin America,Desktop,Bronze,Organic Search,734,2971.75,57.7,2
CUST01249,44,Female,Bachelor,Medium,North America,Mobile,Platinum,Display Ads,303,75234.13,60.0,11
CUST01250,32,Female,Master,Medium,Asia-Pacific,Tablet,Bronze,Paid Search,591,6010.32,49.0,4
CUST01251,32,Male,Bachelor,Medium,Europe,Mobile,Gold,Social Media,8,18660.14,34.6,6
CUST01252,34,Female,Bachelor,Medium,Middle East,Mobile,Gold,Direct,270,21441.92,77.5,6
CUST01253,33,Female,Bachelor,Medium,North America,Mobile,Bronze,Social Media,32,2873.38,71.2,1
CUST01254,36,Female,Bachelor,Medium,Asia-Pacific,Desktop,Gold,Organic Search,941,3217.38,42.5,7
CUST01255,37,Male,High School,Medium-High,Asia-Pacific,Tablet,Silver,Social Media,50,2627.27,46.8,4
CUST01256,42,Female,Bachelor,Medium,North America,Mobile,Gold,Display Ads,52,10670.76,62.7,9
CUST01257,39,Male,Associate,Medium-Low,North America,Tablet,Bronze,Paid Search,258,5000.86,75.3,0
CUST01258,33,Female,Master,Medium-High,Asia-Pacific,Desktop,Bronze,Organic Search,467,3336.95,39.1,2
CUST01259,34,Male,Master,Medium,Asia-Pacific,Mobile,Silver,Display Ads,313,7875.28,65.8,4
CUST01260,29,Female,Bachelor,Medium-Low,Europe,Mobile,Bronze,Organic Search,5,1483.35,31.5,1
CUST01261,38,Female,Associate,High,Europe,Mobile,Silver,Direct,316,4374.19,94.5,3
CUST01262,43,Male,Master,High,Latin America,Desktop,Gold,Organic Search,73,10054.01,61.7,9
CUST01263,27,Female,Bachelor,Medium,Asia-Pacific,Desktop,Platinum,Display Ads,29,131207.73,59.6,16
CUST01264,34,Female,Master,Medium,North America,Mobile,Bronze,Paid Search,421,3962.35,98.0,6
CUST01265,34,Male,PhD,Medium-High,North America,Tablet,Silver,Direct,112,13811.49,84.0,2
CUST01266,34,Male,Master,Medium-Low,North America,Mobile,Bronze,Paid Search,807,2577.83,51.7,0
CUST01267,41,Male,Bachelor,Medium,Europe,Tablet,Gold,Organic Search,533,10135.29,74.9,14
CUST01268,46,Male,High School,Medium-Low,Europe,Mobile,Platinum,Social Media,109,131745.29,71.1,16
CUST01269,44,Male,High School,Medium-High,Europe,Desktop,Platinum,Organic Search,1095,50885.68,46.2,17
CUST01270,39,Female,Bachelor,Medium-Low,Middle East,Desktop,Bronze,Organic Search,143,6470.57,56.0,1
CUST01271,37,Male,Bachelor,Medium-High,Europe,Tablet,Gold,Referral,440,28364.43,97.7,10
CUST01272,33,Female,High School,Medium,Europe,Tablet,Silver,Referral,166,25791.64,34.5,2
CUST01273,35,Male,Bachelor,Low,North America,Mobile,Bronze,Referral,392,3598.73,80.2,1
CUST01274,38,Female,Associate,Medium,Europe,Mobile,Gold,Direct,29,7713.01,54.5,12
CUST01275,41,Male,Bachelor,Medium-Low,North America,Mobile,Bronze,Display Ads,256,9744.47,50.0,2
CUST01276,32,Male,Master,Medium,Europe,Mobile,Silver,Social Media,776,11724.89,66.2,1
CUST01277,40,Female,Master,Medium-High,Middle East,Mobile,Gold,Organic Search,17,12050.54,98.5,5
CUST01278,28,Male,Bachelor,Medium,Middle East,Desktop,Bronze,Email,91,10807.75,90.1,2
CUST01279,44,Male,PhD,High,North America,Mobile,Platinum,Organic Search,474,32601.74,97.8,14
CUST01280,27,Male,Master,Medium,North America,Desktop,Bronze,Organic Search,904,4988.47,52.7,6
CUST01281,28,Male,Associate,Medium-High,North America,Mobile,Gold,Social Media,81,22232.53,93.1,4
CUST01282,29,Non-binary,Associate,Medium,North America,Desktop,Bronze,Referral,87,2105.37,53.1,3
CUST01283,40,Male,Bachelor,Medium-High,Asia-Pacific,Mobile,Silver,Referral,437,4308.09,61.7,2
CUST01284,30,Female,Bachelor,Medium,Europe,Desktop,Silver,Paid Search,361,9151.38,53.3,4
CUST01285,30,Female,Master,Medium,North America,Tablet,Silver,Organic Search,190,12527.58,82.3,4
CUST01286,42,Male,Bachelor,Medium-High,North America,Mobile,Platinum,Email,218,45906.96,93.0,15
CUST01287,37,Female,Master,Medium-Low,North America,Desktop,Bronze,Social Media,1095,4459.08,87.7,2
CUST01288,29,Female,Associate,Low,North America,Mobile,Silver,Social Media,629,12387.43,61.0,7
CUST01289,36,Male,Master,Medium,North America,Mobile,Gold,Paid Search,441,34224.03,51.6,9
CUST01290,45,Female,Master,Medium,Middle East,Desktop,Bronze,Social Media,314,16056.25,68.7,2
CUST01291,30,Female,Bachelor,Low,North America,Mobile,Bronze,Social Media,608,3375.2,32.7,2
CUST01292,32,Male,Master,Medium-Low,Europe,Desktop,Bronze,Paid Search,257,4164.26,51.6,3
CUST01293,40,Female,Associate,Medium-High,Europe,Mobile,Gold,Referral,450,4957.93,45.0,10
CUST01294,32,Male,Associate,Medium,Asia-Pacific,Mobile,Gold,Organic Search,1095,21402.47,40.8,7
CUST01295,40,Male,Bachelor,High,Europe,Mobile,Platinum,Social Media,349,67357.52,91.7,8
CUST01296,33,Male,Master,Medium-High,Asia-Pacific,Mobile,Silver,Email,1095,2937.72,97.0,2
CUST01297,34,Male,High School,Low,Europe,Tablet,Silver,Organic Search,86,994.83,65.9,3
CUST01298,29,Female,High School,Medium,Asia-Pacific,Desktop,Bronze,Paid Search,58,4710.38,53.8,3
CUST01299,31,Female,High School,Medium,North America,Mobile,Bronze,Direct,14,4975.57,57.7,1
CUST01300,42,Male,Bachelor,Medium-Low,North America,Mobile,Silver,Direct,122,4154.94,46.8,2
CUST01301,36,Female,Master,Medium,Europe,Mobile,Silver,Paid Search,1095,4704.83,50.9,4
CUST01302,46,Male,Bachelor,Medium,Europe,Mobile,Gold,Email,527,21606.39,38.0,9
CUST01303,40,Male,Associate,Medium,Europe,Desktop,Gold,Organic Search,36,9172.79,92.7,14
CUST01304,31,Male,PhD,Medium,North America,Desktop,Bronze,Referral,224,10045.05,36.4,4
CUST01305,41,Female,High School,High,Europe,Mobile,Platinum,Email,114,89342.13,92.2,12
CUST01306,42,Female,Master,Medium-Low,Middle East,Mobile,Gold,Referral,460,6608.19,50.1,3
CUST01307,35,Female,Bachelor,Medium-Low,Europe,Mobile,Bronze,Social Media,573,5582.88,55.1,5
CUST01308,52,Male,PhD,Medium,North America,Desktop,Gold,Organic Search,244,45339.95,99.1,4
CUST01309,43,Male,Associate,Medium,North America,Mobile,Bronze,Social Media,205,2925.46,59.0,2
CUST01310,39,Male,Bachelor,Medium,Europe,Mobile,Gold,Direct,648,10578.81,98.1,2
CUST01311,34,Female,Bachelor,Medium,Asia-Pacific,Mobile,Bronze,Organic Search,415,1727.99,38.1,0
CUST01312,31,Male,Associate,Medium-High,Europe,Desktop,Gold,Referral,110,14821.27,52.1,10
CUST01313,35,Female,Associate,Medium-High,Asia-Pacific,Desktop,Gold,Social Media,82,51550.4,98.5,9
CUST01314,38,Male,Bachelor,Low,Latin America,Mobile,Silver,Social Media,345,10151.41,46.1,0
CUST01315,35,Female,Master,Medium-High,Asia-Pacific,Desktop,Silver,Display Ads,43,18068.72,49.0,0
CUST01316,41,Male,PhD,Medium-Low,Latin America,Mobile,Bronze,Social Media,1095,6430.94,98.3,1
CUST01317,36,Female,Associate,Medium-High,Europe,Desktop,Silver,Display Ads,371,20094.07,47.1,4
CUST01318,38,Female,Associate,Medium,North America,Mobile,Bronze,Email,12,3690.09,38.8,1
CUST01319,44,Male,Associate,Medium-High,Europe,Desktop,Gold,Social Media,396,13584.96,53.9,9
CUST01320,44,Male,Master,Medium-Low,Latin America,Mobile,Gold,Organic Search,179,17318.01,90.2,6
CUST01321,37,Male,PhD,Low,Asia-Pacific,Desktop,Bronze,Social Media,1095,3003.61,38.8,0
CUST01322,45,Female,Bachelor,Medium-High,Asia-Pacific,Mobile,Platinum,Social Media,1095,8999.75,88.8,9
CUST01323,36,Male,High School,High,Middle East,Mobile,Platinum,Referral,398,45257.3,42.0,14
CUST01324,24,Female,Associate,Medium-High,Asia-Pacific,Mobile,Bronze,Paid Search,17,1679.89,43.5,3
CUST01325,40,Male,Bachelor,Medium-High,Middle East,Tablet,Silver,Social Media,232,9269.75,73.3,4
CUST01326,24,Male,Master,Medium,North America,Desktop,Bronze,Organic Search,210,4169.49,73.2,3
CUST01327,32,Female,Bachelor,Medium,Europe,Desktop,Gold,Referral,293,20912.44,96.5,7
CUST01328,18,Male,Master,Medium,North America,Tablet,Silver,Social Media,1095,6899.19,30.7,3
CUST01329,35,Female,Master,Medium,North America,Mobile,Silver,Organic Search,504,3055.5,37.0,2
CUST01330,31,Female,Bachelor,Medium-Low,North America,Tablet,Bronze,Organic Search,1095,5417.64,61.1,3
CUST01331,37,Female,Associate,Medium-High,Europe,Mobile,Bronze,Paid Search,150,8107.23,61.7,4
CUST01332,30,Female,High School,Medium-Low,Asia-Pacific,Desktop,Bronze,Direct,761,5126.29,82.6,4
CUST01333,39,Male,Bachelor,Medium-High,North America,Mobile,Gold,Direct,137,8266.52,63.4,7
CUST01334,34,Male,Master,Low,North America,Mobile,Silver,Email,110,8278.68,39.0,3
CUST01335,39,Male,Bachelor,Medium-High,North America,Desktop,Gold,Paid Search,168,24138.23,49.6,8
CUST01336,35,Male,Master,Medium,Asia-Pacific,Mobile,Bronze,Paid Search,438,16006.66,44.0,1
CUST01337,32,Male,Associate,Medium,Asia-Pacific,Mobile,Gold,Paid Search,283,15378.89,95.4,9
CUST01338,38,Female,Master,Medium,Europe,Mobile,Silver,Email,313,1460.73,51.1,3
CUST01339,39,Female,Master,High,Asia-Pacific,Mobile,Gold,Paid Search,129,15426.78,47.0,2
CUST01340,40,Male,High School,Medium,North America,Tablet,Gold,Referral,111,91474.75,87.1,6
CUST01341,35,Male,PhD,Medium-Low,Asia-Pacific,Desktop,Bronze,Social Media,1095,4358.94,37.4,1
CUST01342,32,Male,Bachelor,Medium-High,Asia-Pacific,Mobile,Silver,Social Media,62,21653.84,71.6,3
CUST01343,37,Male,High School,Medium-Low,Latin America,Desktop,Bronze,Display Ads,389,5810.45,38.1,0
CUST01344,35,Female,Bachelor,Low,Latin America,Desktop,Silver,Email,1095,8032.17,31.6,4
CUST01345,34,Male,Master,Medium,Asia-Pacific,Desktop,Gold,Social Media,176,5967.25,97.1,4
CUST01346,36,Male,Bachelor,High,Europe,Desktop,Silver,Display Ads,395,21131.1,61.8,4
CUST01347,36,Female,Bachelor,Medium,Europe,Mobile,Silver,Paid Search,520,5344.28,57.6,5
CUST01348,30,Female,PhD,Low,Asia-Pacific,Tablet,Bronze,Social Media,279,4356.35,33.6,1
CUST01349,34,Female,High School,Medium,North America,Desktop,Bronze,Referral,31,7846.1,44.1,2
CUST01350,37,Female,High School,Medium,North America,Mobile,Silver,Paid Search,325,11364.74,45.0,6
CUST01351,33,Male,Bachelor,Low,Europe,Desktop,Bronze,Email,287,2744.59,37.6,0
CUST01352,41,Male,Bachelor,Medium,North America,Mobile,Gold,Referral,85,22450.59,96.8,13
CUST01353,50,Female,Bachelor,Medium,North America,Mobile,Silver,Social Media,773,18681.21,41.6,2
CUST01354,47,Male,Bachelor,Medium,Latin America,Mobile,Platinum,Paid Search,21,4132.98,82.7,11
CUST01355,45,Female,Bachelor,Medium,North America,Mobile,Gold,Email,47,25229.0,40.0,8
CUST01356,38,Female,Associate,Medium-Low,North America,Mobile,Bronze,Email,122,7063.43,95.0,3
CUST01357,39,Male,PhD,Medium-Low,North America,Mobile,Silver,Organic Search,856,16498.09,99.3,7
CUST01358,31,Female,Bachelor,Medium,Europe,Tablet,Gold,Display Ads,214,10227.43,31.7,8
CUST01359,42,Male,High School,Medium,North America,Desktop,Silver,Social Media,155,21629.52,64.3,9
CUST01360,40,Male,Bachelor,Medium-High,Middle East,Mobile,Silver,Paid Search,490,3941.32,98.0,2
CUST01361,24,Male,Master,Medium-Low,Middle East,Mobile,Bronze,Paid Search,649,5217.46,33.5,2
CUST01362,39,Female,High School,Medium-Low,Europe,Mobile,Silver,Social Media,178,2612.11,75.4,5
CUST01363,25,Male,Associate,Medium,Asia-Pacific,Desktop,Silver,Organic Search,92,7180.4,48.0,5
CUST01364,44,Female,Associate,Medium-High,Asia-Pacific,Desktop,Silver,Email,489,14094.9,94.4,2
CUST01365,29,Male,Bachelor,Medium-Low,Europe,Desktop,Bronze,Paid Search,548,4065.01,45.6,4
CUST01366,42,Male,Master,Medium,Europe,Desktop,Platinum,Organic Search,104,48766.52,51.4,11
CUST01367,29,Male,Master,Medium-Low,Europe,Desktop,Silver,Direct,346,5445.35,85.3,2
CUST01368,45,Female,Master,High,North America,Mobile,Platinum,Referral,218,8340.84,75.6,11
CUST01369,31,Non-binary,Bachelor,Medium-High,Europe,Desktop,Silver,Organic Search,23,9228.48,78.7,5
CUST01370,31,Female,Associate,Low,Europe,Tablet,Bronze,Email,205,10617.92,31.8,3
CUST01371,24,Male,Bachelor,Medium-Low,Europe,Mobile,Bronze,Organic Search,681,5145.48,79.6,0
CUST01372,37,Female,Associate,High,North America,Desktop,Platinum,Referral,78,92008.64,59.5,10
CUST01373,38,Female,Master,Medium-High,Asia-Pacific,Mobile,Bronze,Email,652,3626.4,36.3,2
CUST01374,35,Male,PhD,Medium-Low,Europe,Mobile,Bronze,Organic Search,848,2418.34,60.0,0
CUST01375,38,Male,Master,Medium,Asia-Pacific,Desktop,Gold,Organic Search,19,4485.86,33.2,9
CUST01376,34,Male,Master,Medium-High,North America,Mobile,Gold,Referral,372,9324.88,56.8,10
CUST01377,37,Male,PhD,Medium-Low,Asia-Pacific,Desktop,Bronze,Organic Search,537,4483.95,73.0,1
CUST01378,36,Male,Bachelor,Medium,Europe,Desktop,Silver,Paid Search,8,1053.77,37.6,1
CUST01379,36,Male,Master,Medium,North America,Desktop,Platinum,Paid Search,970,19624.05,84.7,13
CUST01380,40,Male,High School,Medium-High,North America,Desktop,Gold,Paid Search,1012,17632.7,70.9,5
CUST01381,40,Male,High School,Medium-Low,Europe,Desktop,Silver,Referral,85,3558.71,40.3,6
CUST01382,33,Female,Bachelor,Medium,Latin America,Tablet,Silver,Social Media,614,1259.94,36.5,6
CUST01383,27,Female,Associate,Medium,Middle East,Desktop,Bronze,Social Media,306,241.88,32.2,4
CUST01384,35,Male,Associate,Low,North America,Mobile,Silver,Organic Search,275,11708.66,97.5,4
CUST01385,36,Female,High School,Medium,Latin America,Mobile,Gold,Organic Search,216,70982.41,53.5,3
CUST01386,40,Male,Master,Medium,North America,Mobile,Platinum,Social Media,73,13991.28,38.7,14
CUST01387,26,Male,Bachelor,Medium,North America,Desktop,Silver,Referral,327,11774.5,36.7,6
CUST01388,24,Female,Master,Medium-High,Europe,Mobile,Bronze,Direct,700,1274.04,53.7,0
CUST01389,29,Female,Associate,High,Asia-Pacific,Desktop,Silver,Social Media,186,6630.59,78.7,1
CUST01390,28,Female,Associate,High,Europe,Desktop,Bronze,Social Media,434,5101.06,53.9,2
CUST01391,38,Female,Master,Medium-Low,Europe,Mobile,Gold,Display Ads,464,47942.81,91.7,8
CUST01392,40,Male,Bachelor,Medium,Europe,Mobile,Gold,Direct,450,6789.07,95.0,5
CUST01393,43,Male,Bachelor,Medium,Asia-Pacific,Desktop,Gold,Social Media,265,16157.11,68.0,8
CUST01394,29,Male,Associate,High,North America,Desktop,Bronze,Email,521,5706.79,43.2,3
CUST01395,35,Male,Master,Medium,North America,Mobile,Gold,Social Media,5,26722.59,93.0,4
CUST01396,40,Male,Bachelor,Medium,North America,Desktop,Gold,Direct,67,5300.95,43.3,10
CUST01397,27,Female,PhD,Medium,North America,Mobile,Bronze,Social Media,112,794.53,73.5,1
CUST01398,46,Non-binary,Master,Medium,Asia-Pacific,Desktop,Silver,Direct,77,19216.98,53.8,3
CUST01399,32,Male,PhD,Medium-High,North America,Desktop,Platinum,Organic Search,132,18026.45,50.9,10
CUST01400,41,Female,Master,Medium-Low,North America,Mobile,Platinum,Display Ads,37,10845.74,54.8,18
CUST01401,29,Male,Master,Medium-High,North America,Desktop,Platinum,Social Media,62,33771.98,68.8,13
CUST01402,41,Female,Associate,Medium,Asia-Pacific,Desktop,Platinum,Social Media,185,21557.57,92.3,11
CUST01403,32,Male,High School,Medium,North America,Desktop,Gold,Organic Search,114,6776.24,66.5,4
CUST01404,44,Male,PhD,Medium-Low,Europe,Mobile,Bronze,Paid Search,631,5892.38,96.6,2
