SessionID,CustomerID,CampaignID,VisitDateTime,VisitDate,Device,Browser,TrafficSource,SessionDuration,PagesViewed,Bounce,Converted,RevenueGenerated,IsWeekend,IsEngaged
SES012249,CUST03314,CAM009243,2025-08-30 15:38:00,2025-08-30,Mobile,Safari,Direct,200.84,3,0,1,432.37,1,1
SES012250,CUST03180,CAM002864,2025-04-17 22:54:00,2025-04-17,Mobile,Safari,Social,50.3,1,1,0,0.0,0,0
SES012251,CUST02786,CAM009399,2025-07-03 04:26:00,2025-07-03,Mobile,Chrome,Referral,114.37,2,1,0,0.0,0,0
SES012252,CUST01676,CAM001625,2025-03-16 14:39:00,2025-03-16,Desktop,Firefox,Organic,32.95,2,1,0,0.0,1,0
SES012253,CUST02885,CAM000899,2026-04-12 18:10:00,2026-04-12,Desktop,Chrome,Organic,166.19,3,0,1,326.33,1,1
SES012254,CUST02475,CAM000852,2025-07-23 16:43:00,2025-07-23,Mobile,Chrome,Referral,105.65,1,0,0,0.0,0,0
SES012255,CUST03588,CAM005429,2026-01-27 14:16:00,2026-01-27,Mobile,Edge,Organic,17.62,1,1,1,219.86,0,0
SES012256,CUST02918,CAM000767,2026-03-13 20:07:00,2026-03-13,Mobile,Firefox,Social,46.37,1,0,0,0.0,0,0
SES012257,CUST01667,CAM000985,2025-05-05 10:44:00,2025-05-05,Mobile,Safari,Direct,47.43,2,0,1,190.9,0,0
SES012258,CUST04564,CAM000670,2025-04-11 23:00:00,2025-04-11,Mobile,Firefox,Organic,139.92,1,0,0,0.0,0,0
SES012259,CUST01547,CAM001723,2026-08-06 11:04:00,2026-08-06,Tablet,Chrome,Organic,208.29,5,1,0,0.0,0,0
SES012260,CUST01169,CAM006642,2026-02-08 00:27:00,2026-02-08,Mobile,Chrome,Social,81.39,1,1,0,0.0,1,0
SES012261,CUST01500,CAM000578,2026-06-17 08:21:00,2026-06-17,Mobile,Safari,Referral,141.66,3,0,0,0.0,0,1
SES012262,CUST00916,CAM009756,2025-08-17 13:49:00,2025-08-17,Desktop,Safari,Direct,139.85,2,1,1,43.27,1,0
SES012263,CUST02370,CAM001205,2025-01-25 01:11:00,2025-01-25,Mobile,Chrome,Paid,116.72,2,0,0,0.0,1,0
SES012264,CUST02719,CAM009155,2026-05-10 21:56:00,2026-05-10,Mobile,Safari,Organic,480.17,5,0,0,0.0,1,1
SES012265,CUST02943,CAM001222,2025-06-22 02:00:00,2025-06-22,Desktop,Edge,Organic,176.25,1,1,0,0.0,1,0
SES012266,CUST00613,CAM005648,2026-01-04 04:09:00,2026-01-04,Desktop,Chrome,Paid,298.13,3,0,0,0.0,1,1
SES012267,CUST00929,CAM007328,2025-09-27 17:18:00,2025-09-27,Mobile,Chrome,Social,236.08,5,0,1,171.75,1,1
SES012268,CUST02259,CAM006602,2025-07-04 07:09:00,2025-07-04,Mobile,Chrome,Organic,98.86,3,0,1,138.47,0,1
SES012269,CUST04204,CAM004808,2025-06-16 09:48:00,2025-06-16,Mobile,Firefox,Paid,296.1,8,0,1,271.55,0,1
SES012270,CUST01872,CAM001801,2026-02-09 05:08:00,2026-02-09,Desktop,Firefox,Social,418.12,3,1,0,0.0,0,0
SES012271,CUST04505,CAM009766,2025-08-27 06:06:00,2025-08-27,Tablet,Edge,Organic,203.33,3,0,0,0.0,0,1
SES012272,CUST00961,CAM008952,2025-07-02 10:02:00,2025-07-02,Mobile,Safari,Referral,215.46,1,1,0,0.0,0,0
SES012273,CUST00585,CAM003396,2025-04-14 04:22:00,2025-04-14,Desktop,Chrome,Social,19.38,1,1,1,163.88,0,0
SES012274,CUST02056,CAM000313,2025-04-18 19:27:00,2025-04-18,Mobile,Firefox,Social,229.88,3,0,0,0.0,0,1
SES012275,CUST00617,CAM004461,2026-05-14 11:34:00,2026-05-14,Mobile,Chrome,Social,61.79,1,0,0,0.0,0,0
SES012276,CUST00640,CAM006277,2025-11-12 20:39:00,2025-11-12,Tablet,Chrome,Paid,128.51,2,1,0,0.0,0,0
SES012277,CUST01330,CAM008513,2026-04-25 07:07:00,2026-04-25,Tablet,Chrome,Paid,154.9,3,1,0,0.0,1,0
SES012278,CUST00483,CAM007271,2025-01-17 06:11:00,2025-01-17,Mobile,Chrome,Organic,192.32,7,0,0,0.0,0,1
SES012279,CUST01414,CAM003122,2025-02-19 21:25:00,2025-02-19,Mobile,Safari,Organic,75.62,1,0,0,0.0,0,0
SES012280,CUST02873,CAM003924,2026-03-13 07:34:00,2026-03-13,Mobile,Chrome,Organic,172.59,2,0,0,0.0,0,0
SES012281,CUST00423,CAM008807,2025-09-23 20:40:00,2025-09-23,Desktop,Safari,Social,324.68,4,0,0,0.0,0,1
SES012282,CUST02689,CAM004996,2025-11-18 23:04:00,2025-11-18,Mobile,Firefox,Direct,191.39,1,1,0,0.0,0,0
SES012283,CUST01127,CAM009276,2025-06-25 07:32:00,2025-06-25,Mobile,Chrome,Paid,153.3,3,0,0,0.0,0,1
SES012284,CUST03934,CAM004352,2025-01-21 03:55:00,2025-01-21,Desktop,Firefox,Social,565.18,5,0,0,0.0,0,1
SES012285,CUST00821,CAM006437,2025-09-18 18:06:00,2025-09-18,Mobile,Chrome,Paid,155.31,3,1,0,0.0,0,0
SES012286,CUST02881,CAM005834,2025-03-11 13:03:00,2025-03-11,Desktop,Safari,Referral,258.78,2,0,0,0.0,0,0
SES012287,CUST02905,CAM009948,2025-09-29 14:18:00,2025-09-29,Mobile,Firefox,Paid,65.51,1,0,0,0.0,0,0
SES012288,CUST00464,CAM009936,2026-01-31 03:24:00,2026-01-31,Mobile,Chrome,Direct,22.94,1,1,0,0.0,1,0
SES012289,CUST02126,CAM005898,2026-04-12 08:05:00,2026-04-12,Mobile,Firefox,Organic,385.59,1,0,0,0.0,1,0
SES012290,CUST00349,CAM006331,2025-08-30 01:23:00,2025-08-30,Mobile,Firefox,Social,177.36,1,1,0,0.0,1,0
SES012291,CUST03131,CAM009830,2026-02-21 12:10:00,2026-02-21,Desktop,Safari,Organic,65.2,4,1,0,0.0,1,0
SES012292,CUST03667,CAM000632,2025-01-14 07:22:00,2025-01-14,Mobile,Firefox,Social,114.81,2,1,0,0.0,0,0
SES012293,CUST04089,CAM007783,2025-12-08 02:32:00,2025-12-08,Mobile,Edge,Paid,107.52,1,1,0,0.0,0,0
SES012294,CUST01736,CAM006897,2025-02-27 00:12:00,2025-02-27,Tablet,Chrome,Organic,90.93,3,0,1,272.72,0,1
SES012295,CUST03640,CAM005983,2026-02-10 19:51:00,2026-02-10,Desktop,Chrome,Direct,149.84,6,0,0,0.0,0,1
SES012296,CUST02188,CAM002761,2026-03-12 18:14:00,2026-03-12,Desktop,Safari,Social,333.26,2,1,0,0.0,0,0
SES012297,CUST01373,CAM000048,2026-01-04 16:13:00,2026-01-04,Mobile,Edge,Organic,157.65,1,0,0,0.0,1,0
SES012298,CUST02262,CAM001028,2025-08-27 09:13:00,2025-08-27,Mobile,Chrome,Direct,81.96,3,0,1,128.39,0,1
SES012299,CUST03886,CAM001973,2026-05-08 10:31:00,2026-05-08,Mobile,Chrome,Organic,75.16,2,0,0,0.0,0,0
SES012300,CUST00834,CAM002073,2025-06-24 18:24:00,2025-06-24,Mobile,Firefox,Paid,66.04,1,1,0,0.0,0,0
SES012301,CUST02081,CAM002984,2025-11-11 18:34:00,2025-11-11,Desktop,Chrome,Direct,207.02,5,0,1,728.15,0,1
SES012302,CUST02746,CAM006214,2025-10-07 20:24:00,2025-10-07,Tablet,Chrome,Social,346.7,4,0,0,0.0,0,1
SES012303,CUST02688,CAM000792,2026-06-27 13:57:00,2026-06-27,Desktop,Chrome,Social,116.97,1,0,0,0.0,1,0
SES012304,CUST03072,CAM006183,2026-01-04 03:55:00,2026-01-04,Desktop,Chrome,Paid,143.15,1,0,0,0.0,1,0
SES012305,CUST03778,CAM002868,2025-12-17 16:36:00,2025-12-17,Desktop,Chrome,Paid,600.0,8,0,0,0.0,0,1
SES012306,CUST01673,CAM001305,2025-11-28 19:37:00,2025-11-28,Mobile,Safari,Organic,168.22,1,0,0,0.0,0,0
SES012307,CUST01769,CAM002180,2026-03-07 06:24:00,2026-03-07,Mobile,Chrome,Paid,14.26,1,1,0,0.0,1,0
SES012308,CUST03714,CAM008631,2026-04-04 20:16:00,2026-04-04,Mobile,Safari,Paid,38.5,1,0,0,0.0,1,0
SES012309,CUST00058,CAM005635,2025-07-20 20:24:00,2025-07-20,Mobile,Safari,Organic,35.12,1,0,0,0.0,1,0
SES012310,CUST00647,CAM004385,2026-04-21 02:02:00,2026-04-21,Tablet,Chrome,Direct,130.92,2,0,0,0.0,0,0
SES012311,CUST01906,CAM009620,2026-03-23 03:43:00,2026-03-23,Desktop,Safari,Organic,106.36,3,1,0,0.0,0,0
SES012312,CUST04004,CAM006125,2026-05-22 23:58:00,2026-05-22,Tablet,Chrome,Direct,166.79,5,0,0,0.0,0,1
SES012313,CUST03562,CAM004119,2026-05-23 05:39:00,2026-05-23,Tablet,Edge,Referral,153.32,2,0,0,0.0,1,0
SES012314,CUST04741,CAM004237,2026-05-23 10:52:00,2026-05-23,Desktop,Firefox,Referral,271.45,5,0,0,0.0,1,1
SES012315,CUST03598,CAM000574,2025-09-25 14:36:00,2025-09-25,Mobile,Safari,Direct,290.93,3,1,0,0.0,0,0
SES012316,CUST03571,CAM007558,2025-09-06 16:40:00,2025-09-06,Mobile,Chrome,Social,178.24,3,1,0,0.0,1,0
SES012317,CUST03025,CAM009137,2025-10-26 14:25:00,2025-10-26,Desktop,Chrome,Direct,240.98,1,1,0,0.0,1,0
SES012318,CUST03547,CAM008834,2025-03-04 00:09:00,2025-03-04,Mobile,Chrome,Social,31.46,1,1,0,0.0,0,0
SES012319,CUST02444,CAM007277,2026-01-21 10:38:00,2026-01-21,Desktop,Chrome,Social,139.21,1,0,0,0.0,0,0
SES012320,CUST03755,CAM002735,2025-04-21 04:18:00,2025-04-21,Mobile,Chrome,Organic,135.51,2,1,0,0.0,0,0
SES012321,CUST04225,CAM007079,2025-08-24 07:36:00,2025-08-24,Desktop,Safari,Paid,424.19,2,0,0,0.0,1,0
SES012322,CUST00094,CAM007760,2026-05-15 04:11:00,2026-05-15,Desktop,Safari,Direct,600.0,6,0,0,0.0,0,1
SES012323,CUST00248,CAM005256,2025-06-27 16:27:00,2025-06-27,Mobile,Safari,Social,126.87,2,1,0,0.0,0,0
SES012324,CUST00440,CAM004015,2025-01-12 00:24:00,2025-01-12,Desktop,Chrome,Organic,202.77,5,0,0,0.0,1,1
SES012325,CUST04418,CAM004453,2025-06-13 13:35:00,2025-06-13,Desktop,Chrome,Direct,219.57,1,0,0,0.0,0,0
SES012326,CUST02784,CAM005543,2025-02-02 18:40:00,2025-02-02,Tablet,Chrome,Direct,98.9,3,0,0,0.0,1,1
SES012327,CUST04898,CAM000575,2025-04-08 22:27:00,2025-04-08,Tablet,Chrome,Organic,176.57,1,1,0,0.0,0,0
SES012328,CUST00250,CAM004189,2026-03-03 21:25:00,2026-03-03,Tablet,Chrome,Organic,224.18,1,0,1,326.77,0,0
SES012329,CUST04441,CAM003570,2026-05-09 16:51:00,2026-05-09,Desktop,Chrome,Referral,272.99,5,1,0,0.0,1,0
SES012330,CUST04288,CAM000820,2025-09-23 09:10:00,2025-09-23,Desktop,Safari,Referral,167.89,2,0,0,0.0,0,0
SES012331,CUST01983,CAM005786,2025-04-10 15:08:00,2025-04-10,Mobile,Chrome,Direct,196.87,1,1,0,0.0,0,0
SES012332,CUST01140,CAM003106,2025-03-15 22:06:00,2025-03-15,Mobile,Chrome,Organic,50.52,1,0,0,0.0,1,0
SES012333,CUST04739,CAM000863,2026-01-20 03:47:00,2026-01-20,Desktop,Safari,Organic,115.93,1,0,0,0.0,0,0
SES012334,CUST00789,CAM000625,2026-01-16 09:09:00,2026-01-16,Mobile,Chrome,Direct,143.9,2,0,0,0.0,0,0
SES012335,CUST04901,CAM009025,2026-02-17 20:02:00,2026-02-17,Mobile,Chrome,Organic,114.97,1,0,0,0.0,0,0
SES012336,CUST04234,CAM006680,2025-05-05 11:42:00,2025-05-05,Desktop,Chrome,Organic,340.94,2,1,0,0.0,0,0
SES012337,CUST04465,CAM002081,2025-11-11 10:44:00,2025-11-11,Mobile,Chrome,Paid,440.9,8,0,0,0.0,0,1
SES012338,CUST02735,CAM002431,2025-06-30 15:45:00,2025-06-30,Mobile,Chrome,Direct,86.57,1,0,0,0.0,0,0
SES012339,CUST04403,CAM007769,2025-06-04 23:59:00,2025-06-04,Mobile,Safari,Social,13.05,1,1,0,0.0,0,0
SES012340,CUST02868,CAM005806,2025-12-12 00:46:00,2025-12-12,Mobile,Safari,Organic,34.58,1,1,0,0.0,0,0
SES012341,CUST01025,CAM004424,2025-11-07 02:55:00,2025-11-07,Mobile,Chrome,Referral,231.55,3,0,0,0.0,0,1
SES012342,CUST03286,CAM002901,2026-07-27 18:47:00,2026-07-27,Desktop,Chrome,Social,137.96,3,0,0,0.0,0,1
SES012343,CUST01722,CAM008317,2026-03-17 08:17:00,2026-03-17,Desktop,Firefox,Organic,288.97,3,0,0,0.0,0,1
SES012344,CUST02159,CAM008102,2026-05-11 17:47:00,2026-05-11,Mobile,Chrome,Referral,45.89,4,0,0,0.0,0,0
SES012345,CUST03656,CAM000655,2026-03-11 14:21:00,2026-03-11,Mobile,Firefox,Direct,143.58,1,0,0,0.0,0,0
SES012346,CUST01755,CAM006568,2025-01-17 07:14:00,2025-01-17,Mobile,Chrome,Social,68.76,2,0,0,0.0,0,0
SES012347,CUST03454,CAM005195,2025-01-28 23:47:00,2025-01-28,Tablet,Chrome,Organic,320.25,7,1,0,0.0,0,0
SES012348,CUST02614,CAM006047,2025-12-07 19:24:00,2025-12-07,Mobile,Chrome,Paid,163.38,2,0,0,0.0,1,0
SES012349,CUST03942,CAM009576,2026-01-20 13:02:00,2026-01-20,Mobile,Chrome,Paid,147.81,2,0,0,0.0,0,0
SES012350,CUST00564,CAM001203,2025-03-28 18:26:00,2025-03-28,Desktop,Chrome,Referral,100.36,1,0,1,52.04,0,0
SES012351,CUST03521,CAM008731,2025-06-22 04:12:00,2025-06-22,Desktop,Chrome,Organic,413.85,5,0,1,331.3,1,1
SES012352,CUST04412,CAM008234,2025-05-20 16:49:00,2025-05-20,Mobile,Chrome,Social,117.99,3,0,0,0.0,0,1
SES012353,CUST00362,CAM007746,2026-08-06 05:08:00,2026-08-06,Desktop,Safari,Direct,480.63,9,0,0,0.0,0,1
SES012354,CUST03659,CAM007920,2025-01-17 17:06:00,2025-01-17,Desktop,Safari,Social,334.23,2,1,0,0.0,0,0
SES012355,CUST04579,CAM000263,2025-10-21 14:14:00,2025-10-21,Mobile,Firefox,Referral,103.24,1,1,0,0.0,0,0
SES012356,CUST01635,CAM009361,2025-12-27 00:30:00,2025-12-27,Tablet,Firefox,Direct,516.36,5,0,0,0.0,1,1
SES012357,CUST02848,CAM000390,2025-07-12 05:22:00,2025-07-12,Desktop,Chrome,Social,47.35,2,1,0,0.0,1,0
SES012358,CUST04931,CAM007390,2025-01-31 18:36:00,2025-01-31,Tablet,Safari,Organic,161.36,3,0,1,128.62,0,1
SES012359,CUST04040,CAM007322,2026-05-16 15:48:00,2026-05-16,Desktop,Firefox,Paid,108.14,2,0,0,0.0,1,0
SES012360,CUST00318,CAM006893,2025-04-25 17:44:00,2025-04-25,Mobile,Chrome,Direct,54.54,1,0,0,0.0,0,0
SES012361,CUST02463,CAM006182,2026-06-08 03:03:00,2026-06-08,Mobile,Edge,Paid,177.83,6,0,0,0.0,0,1
SES012362,CUST04095,CAM004842,2026-07-25 06:50:00,2026-07-25,Desktop,Firefox,Social,173.46,1,1,0,0.0,1,0
SES012363,CUST03849,CAM004585,2025-07-09 02:54:00,2025-07-09,Mobile,Chrome,Social,181.6,1,0,0,0.0,0,0
SES012364,CUST02297,CAM003297,2026-08-06 00:59:00,2026-08-06,Mobile,Chrome,Paid,171.81,1,0,0,0.0,0,0
SES012365,CUST01489,CAM001489,2025-07-10 12:05:00,2025-07-10,Mobile,Chrome,Organic,139.54,3,0,1,119.65,0,1
SES012366,CUST03229,CAM000781,2025-06-27 04:46:00,2025-06-27,Desktop,Safari,Direct,489.74,4,0,1,129.29,0,1
SES012367,CUST03783,CAM008664,2025-11-06 21:20:00,2025-11-06,Mobile,Firefox,Organic,134.34,1,0,0,0.0,0,0
SES012368,CUST03316,CAM008516,2026-08-10 20:45:00,2026-08-10,Mobile,Edge,Social,19.64,1,0,0,0.0,0,0
SES012369,CUST04599,CAM007693,2025-08-01 00:15:00,2025-08-01,Desktop,Chrome,Organic,236.29,6,0,0,0.0,0,1
SES012370,CUST03039,CAM008475,2025-01-20 16:06:00,2025-01-20,Desktop,Chrome,Direct,354.78,2,1,0,0.0,0,0
SES012371,CUST01234,CAM000409,2025-01-07 19:01:00,2025-01-07,Mobile,Chrome,Social,429.11,6,0,0,0.0,0,1
SES012372,CUST03861,CAM006878,2025-10-17 01:46:00,2025-10-17,Desktop,Chrome,Organic,157.27,3,1,0,0.0,0,0
SES012373,CUST03143,CAM002167,2025-04-07 18:36:00,2025-04-07,Mobile,Firefox,Organic,76.36,5,0,0,0.0,0,1
SES012374,CUST02893,CAM002081,2025-11-18 10:50:00,2025-11-18,Mobile,Chrome,Paid,17.92,1,0,0,0.0,0,0
SES012375,CUST00959,CAM004663,2025-01-31 20:20:00,2025-01-31,Mobile,Edge,Social,288.43,1,0,0,0.0,0,0
SES012376,CUST04726,CAM008104,2026-06-15 13:51:00,2026-06-15,Mobile,Chrome,Direct,190.29,4,0,0,0.0,0,1
SES012377,CUST01967,CAM005595,2025-12-22 21:55:00,2025-12-22,Tablet,Chrome,Organic,187.8,4,0,1,264.26,0,1
SES012378,CUST00724,CAM007401,2025-11-22 00:56:00,2025-11-22,Tablet,Chrome,Paid,463.66,4,0,0,0.0,1,1
SES012379,CUST04209,CAM008913,2025-11-11 14:21:00,2025-11-11,Mobile,Chrome,Organic,79.85,1,0,0,0.0,0,0
SES012380,CUST01958,CAM009227,2025-02-04 18:31:00,2025-02-04,Desktop,Chrome,Referral,131.95,2,1,0,0.0,0,0
SES012381,CUST02510,CAM004437,2025-03-16 23:40:00,2025-03-16,Mobile,Chrome,Direct,51.05,1,1,0,0.0,1,0
SES012382,CUST00913,CAM008653,2026-07-03 18:15:00,2026-07-03,Mobile,Safari,Direct,157.9,2,0,0,0.0,0,0
SES012383,CUST00284,CAM007519,2026-05-01 22:59:00,2026-05-01,Mobile,Chrome,Paid,93.36,6,1,0,0.0,0,0
SES012384,CUST01303,CAM001512,2026-08-01 23:20:00,2026-08-01,Desktop,Firefox,Organic,147.58,3,0,1,24.23,1,1
SES012385,CUST00283,CAM005177,2026-08-06 15:56:00,2026-08-06,Mobile,Safari,Organic,140.61,1,0,1,340.58,0,0
SES012386,CUST01388,CAM004803,2026-06-08 07:23:00,2026-06-08,Desktop,Chrome,Referral,21.35,1,0,0,0.0,0,0
SES012387,CUST04933,CAM002097,2026-06-10 01:43:00,2026-06-10,Tablet,Edge,Organic,339.12,5,0,0,0.0,0,1
SES012388,CUST04255,CAM007587,2025-11-16 18:31:00,2025-11-16,Mobile,Safari,Paid,129.89,1,0,0,0.0,1,0
SES012389,CUST04896,CAM004333,2025-05-30 19:35:00,2025-05-30,Desktop,Firefox,Social,295.04,1,0,0,0.0,0,0
SES012390,CUST00595,CAM000910,2025-10-25 06:04:00,2025-10-25,Desktop,Chrome,Organic,479.43,2,0,0,0.0,1,0
SES012391,CUST04927,CAM007353,2025-12-22 00:13:00,2025-12-22,Desktop,Safari,Social,234.65,5,0,0,0.0,0,1
SES012392,CUST03300,CAM003553,2025-04-03 23:55:00,2025-04-03,Mobile,Chrome,Organic,131.16,3,0,0,0.0,0,1
SES012393,CUST04079,CAM006243,2025-08-26 01:12:00,2025-08-26,Desktop,Chrome,Direct,207.16,3,0,0,0.0,0,1
SES012394,CUST00743,CAM002771,2025-02-28 10:09:00,2025-02-28,Mobile,Chrome,Organic,40.5,1,0,0,0.0,0,0
SES012395,CUST03196,CAM003618,2025-03-13 13:05:00,2025-03-13,Mobile,Safari,Direct,56.63,2,0,0,0.0,0,0
SES012396,CUST00260,CAM007597,2025-11-06 16:58:00,2025-11-06,Mobile,Safari,Social,55.2,2,0,0,0.0,0,0
SES012397,CUST01084,CAM002379,2025-08-19 19:46:00,2025-08-19,Tablet,Chrome,Paid,80.78,1,0,0,0.0,0,0
SES012398,CUST01209,CAM003392,2025-01-06 10:04:00,2025-01-06,Mobile,Safari,Social,273.75,1,0,0,0.0,0,0
SES012399,CUST03032,CAM004248,2025-06-20 03:57:00,2025-06-20,Mobile,Firefox,Social,107.69,3,1,0,0.0,0,0
SES012400,CUST01417,CAM006087,2025-03-01 12:25:00,2025-03-01,Desktop,Safari,Social,177.17,4,0,0,0.0,1,1
SES012401,CUST01361,CAM008647,2025-07-06 04:38:00,2025-07-06,Tablet,Safari,Direct,96.01,3,0,1,392.79,1,1
SES012402,CUST03042,CAM001371,2025-11-10 11:01:00,2025-11-10,Mobile,Safari,Social,56.56,2,1,0,0.0,0,0
SES012403,CUST03784,CAM003392,2026-06-09 04:18:00,2026-06-09,Mobile,Chrome,Organic,195.3,3,0,0,0.0,0,1
SES012404,CUST03537,CAM006413,2025-06-02 21:01:00,2025-06-02,Mobile,Chrome,Direct,43.15,1,1,0,0.0,0,0
SES012405,CUST04309,CAM006032,2025-03-15 20:36:00,2025-03-15,Mobile,Chrome,Social,140.09,3,0,0,0.0,1,1
SES012406,CUST01168,CAM001027,2025-10-17 00:43:00,2025-10-17,Mobile,Chrome,Referral,52.77,1,0,0,0.0,0,0
SES012407,CUST03463,CAM002019,2025-12-21 03:38:00,2025-12-21,Mobile,Chrome,Paid,149.65,2,0,0,0.0,1,0
SES012408,CUST03472,CAM002664,2025-04-01 00:48:00,2025-04-01,Mobile,Chrome,Paid,119.88,1,0,0,0.0,0,0
SES012409,CUST02230,CAM000737,2025-09-25 08:57:00,2025-09-25,Desktop,Chrome,Organic,113.7,1,0,0,0.0,0,0
SES012410,CUST03714,CAM007757,2025-10-17 14:40:00,2025-10-17,Mobile,Chrome,Social,190.44,4,0,1,452.75,0,1
SES012411,CUST01944,CAM001609,2025-12-24 01:23:00,2025-12-24,Desktop,Firefox,Organic,143.26,4,0,0,0.0,0,1
SES012412,CUST03202,CAM009560,2026-06-17 21:44:00,2026-06-17,Tablet,Chrome,Paid,563.31,11,0,0,0.0,0,1
SES012413,CUST03549,CAM000485,2025-07-17 15:17:00,2025-07-17,Mobile,Chrome,Referral,375.06,6,0,0,0.0,0,1
SES012414,CUST04837,CAM002012,2026-02-05 04:24:00,2026-02-05,Tablet,Chrome,Direct,39.3,2,1,0,0.0,0,0
SES012415,CUST01547,CAM007407,2026-04-22 09:37:00,2026-04-22,Desktop,Chrome,Organic,95.05,1,0,0,0.0,0,0
SES012416,CUST03421,CAM002431,2025-04-18 07:23:00,2025-04-18,Mobile,Safari,Referral,113.24,2,1,0,0.0,0,0
SES012417,CUST00783,CAM003922,2025-05-10 10:32:00,2025-05-10,Mobile,Firefox,Social,43.63,3,1,0,0.0,1,0
SES012418,CUST04676,CAM000084,2025-12-17 09:02:00,2025-12-17,Tablet,Chrome,Organic,55.21,1,0,0,0.0,0,0
SES012419,CUST01402,CAM004509,2025-08-18 16:21:00,2025-08-18,Mobile,Chrome,Organic,38.26,1,1,0,0.0,0,0
SES012420,CUST01439,CAM009638,2025-08-29 09:40:00,2025-08-29,Tablet,Chrome,Direct,92.6,1,0,1,47.76,0,0
SES012421,CUST04391,CAM006249,2025-05-18 17:13:00,2025-05-18,Desktop,Chrome,Social,171.63,2,1,0,0.0,1,0
SES012422,CUST01389,CAM003469,2026-02-17 20:36:00,2026-02-17,Desktop,Safari,Organic,212.35,1,0,0,0.0,0,0
SES012423,CUST00345,CAM005534,2025-08-06 18:25:00,2025-08-06,Mobile,Chrome,Social,196.3,2,0,0,0.0,0,0
SES012424,CUST00644,CAM004113,2025-12-26 08:53:00,2025-12-26,Mobile,Chrome,Social,264.46,3,1,0,0.0,0,0
SES012425,CUST01974,CAM005025,2025-01-22 15:16:00,2025-01-22,Desktop,Chrome,Organic,90.19,3,0,1,403.54,0,1
SES012426,CUST01379,CAM009129,2025-11-13 20:23:00,2025-11-13,Desktop,Firefox,Social,408.79,4,0,0,0.0,0,1
SES012427,CUST00640,CAM001045,2026-07-20 07:28:00,2026-07-20,Mobile,Chrome,Paid,276.88,4,0,0,0.0,0,1
SES012428,CUST02830,CAM007182,2026-01-20 22:17:00,2026-01-20,Mobile,Edge,Paid,190.09,4,0,0,0.0,0,1
SES012429,CUST03404,CAM005119,2025-09-05 18:43:00,2025-09-05,Mobile,Chrome,Referral,14.5,1,1,0,0.0,0,0
SES012430,CUST04778,CAM003109,2025-06-10 23:19:00,2025-06-10,Desktop,Edge,Paid,87.63,1,1,1,119.2,0,0
SES012431,CUST04307,CAM002990,2026-01-14 15:03:00,2026-01-14,Mobile,Chrome,Social,184.37,1,1,0,0.0,0,0
SES012432,CUST01887,CAM006718,2026-02-21 11:23:00,2026-02-21,Desktop,Chrome,Social,108.37,1,0,0,0.0,1,0
SES012433,CUST02089,CAM004505,2025-03-27 22:01:00,2025-03-27,Desktop,Chrome,Social,594.29,1,1,0,0.0,0,0
SES012434,CUST03836,CAM009607,2026-03-11 09:22:00,2026-03-11,Desktop,Chrome,Organic,166.84,4,0,0,0.0,0,1
SES012435,CUST02352,CAM005204,2026-06-06 05:21:00,2026-06-06,Desktop,Chrome,Paid,263.65,2,1,0,0.0,1,0
SES012436,CUST04808,CAM000712,2026-04-20 14:13:00,2026-04-20,Mobile,Safari,Social,36.71,1,0,0,0.0,0,0
SES012437,CUST01779,CAM003944,2025-04-10 03:01:00,2025-04-10,Mobile,Chrome,Direct,38.72,1,0,1,207.52,0,0
SES012438,CUST02270,CAM002287,2025-01-23 03:36:00,2025-01-23,Mobile,Chrome,Organic,227.01,2,0,0,0.0,0,0
SES012439,CUST03243,CAM008323,2026-05-18 07:37:00,2026-05-18,Tablet,Chrome,Direct,98.34,4,0,0,0.0,0,1
SES012440,CUST04874,CAM008237,2026-04-15 11:57:00,2026-04-15,Mobile,Safari,Organic,182.54,3,0,0,0.0,0,1
SES012441,CUST00355,CAM003027,2026-04-05 11:41:00,2026-04-05,Mobile,Chrome,Organic,44.29,1,1,0,0.0,1,0
SES012442,CUST00339,CAM009513,2026-07-16 14:41:00,2026-07-16,Desktop,Chrome,Social,71.84,5,0,0,0.0,0,1
SES012443,CUST04806,CAM008715,2026-04-03 23:33:00,2026-04-03,Mobile,Chrome,Social,50.13,2,0,0,0.0,0,0
SES012444,CUST00456,CAM004944,2025-05-01 13:01:00,2025-05-01,Mobile,Chrome,Paid,178.67,3,1,0,0.0,0,0
SES012445,CUST03497,CAM002709,2026-05-31 17:22:00,2026-05-31,Mobile,Safari,Social,204.96,1,1,0,0.0,1,0
SES012446,CUST01792,CAM003064,2025-10-20 01:57:00,2025-10-20,Mobile,Firefox,Organic,74.02,2,0,0,0.0,0,0
SES012447,CUST04264,CAM007362,2025-10-06 01:55:00,2025-10-06,Mobile,Safari,Direct,169.84,4,0,0,0.0,0,1
SES012448,CUST02699,CAM002119,2025-09-07 19:22:00,2025-09-07,Desktop,Chrome,Direct,198.96,3,0,1,183.54,1,1
SES012449,CUST03246,CAM000772,2025-02-20 10:59:00,2025-02-20,Mobile,Firefox,Social,165.81,3,1,0,0.0,0,0
SES012450,CUST02596,CAM008328,2025-01-13 21:07:00,2025-01-13,Mobile,Firefox,Social,27.98,1,0,0,0.0,0,0
SES012451,CUST02615,CAM007984,2026-08-04 06:48:00,2026-08-04,Mobile,Chrome,Paid,31.27,1,1,0,0.0,0,0
